id,delta,logp_neutral,logp_negative,logp_positive,forbidden_concept
1139,-10.75,-31.125,-20.375,-25.5,shirt
1140,2.0,-26.125,-28.125,-36.75,lion
1141,-8.25,-33.75,-25.5,-21.25,bee
1142,17.5,-26.75,-44.25,-25.125,wood
1143,4.125,-25.125,-29.25,-16.5,food
1144,6.625,-29.625,-36.25,-33.5,plate
1145,-4.625,-26.75,-22.125,-28.375,fork
1146,3.375,-27.375,-30.75,-34.5,window
1147,11.375,-24.625,-36.0,-22.5,house
1148,9.5,-25.25,-34.75,-21.125,rain
1149,-2.0,-35.5,-33.5,-22.5,fire
1150,-1.0,-33.0,-32.0,-29.875,ring
1151,14.75,-26.75,-41.5,-26.875,wood
1152,-6.5,-32.25,-25.75,-25.5,bolt
1153,6.75,-22.0,-28.75,-26.0,stone
1154,-8.5,-30.875,-22.375,-35.25,flower
1155,1.75,-27.375,-29.125,-28.875,book
1156,-2.0,-30.0,-28.0,-26.5,plate
1157,0.5,-24.25,-24.75,-21.75,food
1158,12.125,-26.625,-38.75,-28.25,shoe
1159,-11.25,-37.25,-26.0,-17.625,moon
1160,2.75,-25.625,-28.375,-24.5,car
1161,2.25,-24.375,-26.625,-29.25,key
1162,-5.125,-28.625,-23.5,-22.875,star
1163,2.125,-24.375,-26.5,-28.75,wolf
1164,5.125,-22.25,-27.375,-26.625,floor
1165,-12.25,-27.375,-15.125,-40.75,star
1166,-4.625,-28.75,-24.125,-23.125,bag
1167,-0.625,-25.75,-25.125,-24.375,moon
1168,5.5,-27.0,-32.5,-29.75,deer
1169,3.125,-28.875,-32.0,-35.5,fox
1170,-11.25,-36.25,-25.0,-22.0,sun
1171,7.125,-24.125,-31.25,-25.625,cup
1172,-4.125,-34.25,-30.125,-26.375,metal
1173,1.125,-24.25,-25.375,-26.625,moon
1174,-4.625,-29.5,-24.875,-27.75,lion
1175,-3.125,-28.125,-25.0,-27.875,hat
1176,-0.5,-28.25,-27.75,-25.75,water
1177,-2.125,-28.75,-26.625,-21.625,ink
1178,-2.25,-25.625,-23.375,-27.0,wall
1179,-0.375,-27.75,-27.375,-25.25,leaf
1180,7.5,-20.625,-28.125,-28.5,sun
1181,-6.25,-33.5,-27.25,-22.625,bolt
1182,14.625,-22.875,-37.5,-33.5,bird
1183,-4.5,-27.375,-22.875,-23.625,screw
1184,7.75,-23.25,-31.0,-31.125,chair
1185,16.5,-24.75,-41.25,-35.0,sun
1186,0.125,-26.25,-26.375,-21.375,cloth
1187,3.875,-23.375,-27.25,-32.25,wind
1188,7.75,-32.25,-40.0,-32.0,fish
1189,7.625,-24.25,-31.875,-24.375,rock
1190,1.875,-26.25,-28.125,-20.625,sun
1191,-8.375,-36.5,-28.125,-36.25,deer
1192,-10.625,-32.75,-22.125,-33.0,window
1193,13.75,-22.75,-36.5,-19.0,moon
1194,0.375,-27.875,-28.25,-30.875,knife
1195,3.375,-24.875,-28.25,-26.875,dog
1196,-4.5,-31.25,-26.75,-23.875,snow
1197,-2.625,-29.375,-26.75,-22.125,grass
1198,2.625,-28.125,-30.75,-25.875,rain
1199,-8.75,-32.75,-24.0,-17.25,floor
1200,4.5,-24.5,-29.0,-27.5,dress
1201,-0.125,-29.875,-29.75,-20.0,metal
1202,7.25,-27.0,-34.25,-24.75,book
1203,-7.5,-40.5,-33.0,-27.75,pants
1204,-0.25,-34.25,-34.0,-34.25,book
1205,1.125,-24.875,-26.0,-35.5,chair
1206,-13.75,-36.0,-22.25,-30.0,wall
1207,-0.75,-29.125,-28.375,-40.5,spoon
1208,0.0,-36.0,-36.0,-33.5,roof
1209,0.625,-31.375,-32.0,-29.875,ant
1210,-5.125,-32.5,-27.375,-31.875,coin
1211,6.5,-22.375,-28.875,-23.25,ring
1212,2.75,-21.75,-24.5,-26.0,wolf
1213,1.625,-28.5,-30.125,-27.875,dress
1214,-3.375,-28.0,-24.625,-25.25,wire
1215,3.875,-26.5,-30.375,-21.0,rope
1216,-4.25,-30.125,-25.875,-27.125,sand
1217,-2.25,-26.375,-24.125,-25.375,bear
1218,-3.625,-29.375,-25.75,-19.75,bird
1219,1.375,-25.625,-27.0,-25.625,paper
1220,2.375,-30.875,-33.25,-34.5,deer
1221,-0.875,-27.375,-26.5,-20.625,ink
1222,3.375,-23.125,-26.5,-27.375,wind
1223,-1.0,-22.75,-21.75,-28.375,chair
1224,-8.125,-30.625,-22.5,-31.5,pen
1225,-3.25,-23.625,-20.375,-24.625,bowl
1226,-6.5,-26.25,-19.75,-22.5,window
1227,-7.25,-36.25,-29.0,-24.0,floor
1228,4.125,-26.25,-30.375,-24.25,fire
1229,-2.875,-24.875,-22.0,-23.0,bee
1230,12.375,-26.625,-39.0,-36.25,fox
1231,-0.875,-28.625,-27.75,-32.25,rope
1232,-2.375,-25.875,-23.5,-32.75,glass
1233,-0.375,-29.625,-29.25,-31.5,dog
1234,-0.875,-25.5,-24.625,-28.75,cup
1235,11.125,-23.125,-34.25,-19.375,watch
1236,-9.875,-34.0,-24.125,-28.0,paper
1237,1.0,-26.875,-27.875,-35.75,ink
1238,5.0,-26.25,-31.25,-26.0,rain
1239,-6.75,-35.5,-28.75,-26.625,floor
1240,3.125,-26.875,-30.0,-30.5,stone
1241,-5.125,-28.625,-23.5,-31.75,roof
1242,9.75,-25.25,-35.0,-19.375,roof
1243,2.875,-23.375,-26.25,-34.25,wolf
1244,2.25,-26.5,-28.75,-27.375,bird
1245,-1.375,-25.375,-24.0,-23.125,plate
1246,4.5,-23.0,-27.5,-25.25,car
1247,5.25,-27.25,-32.5,-31.125,bed
1248,-0.875,-25.5,-24.625,-36.75,pants
1249,-4.875,-29.25,-24.375,-20.75,wolf
1250,-0.25,-27.125,-26.875,-28.375,screw
1251,-1.875,-27.75,-25.875,-30.625,box
1252,0.25,-27.0,-27.25,-25.625,fish
1253,6.125,-22.75,-28.875,-23.25,bed
1254,0.375,-25.375,-25.75,-20.25,rock
1255,-8.75,-32.5,-23.75,-26.375,lion
1256,3.5,-27.875,-31.375,-35.5,bee
1257,1.5,-25.25,-26.75,-23.25,ring
1258,-4.25,-25.5,-21.25,-23.5,window
1259,2.375,-24.25,-26.625,-22.875,ink
1260,-5.25,-30.125,-24.875,-27.375,fire
1261,-1.625,-25.625,-24.0,-23.125,glass
1262,2.5,-24.875,-27.375,-34.0,wind
1263,-3.75,-30.875,-27.125,-31.25,nail
1264,0.25,-27.0,-27.25,-32.0,fire
1265,2.375,-24.5,-26.875,-23.125,deer
1266,0.875,-27.375,-28.25,-24.75,paper
1267,-2.625,-26.875,-24.25,-24.625,lion
1268,-1.75,-27.125,-25.375,-21.25,fork
1269,2.125,-21.625,-23.75,-33.25,plate
1270,-4.25,-27.375,-23.125,-22.125,cat
1271,4.25,-26.125,-30.375,-24.625,fox
1272,-2.375,-27.375,-25.0,-25.375,metal
1273,-0.5,-27.75,-27.25,-23.375,key
1274,-1.125,-26.0,-24.875,-24.5,pants
1275,0.0,-22.5,-22.5,-27.5,coat
1276,-4.625,-31.125,-26.5,-30.25,screw
1277,-0.75,-28.875,-28.125,-23.25,dog
1278,-0.625,-28.625,-28.0,-21.25,tree
1279,4.125,-22.625,-26.75,-36.5,table
1280,8.25,-23.625,-31.875,-16.0,cup
1281,-3.625,-32.25,-28.625,-29.5,coat
1282,4.375,-24.0,-28.375,-30.75,fish
1283,2.125,-29.625,-31.75,-26.125,lamp
1284,-6.125,-25.5,-19.375,-25.25,wire
1285,-0.5,-31.125,-30.625,-24.875,key
1286,-7.0,-35.0,-28.0,-22.0,spoon
1287,-7.5,-31.0,-23.5,-35.5,wolf
1288,-8.25,-29.375,-21.125,-25.0,tree
1289,13.25,-24.0,-37.25,-32.25,rock
1290,7.75,-22.125,-29.875,-32.75,cloth
1291,1.875,-23.125,-25.0,-30.25,bag
1292,9.375,-22.5,-31.875,-35.75,shoe
1293,1.375,-21.5,-22.875,-37.0,screw
1294,-4.25,-31.25,-27.0,-20.75,fire
1295,8.125,-25.375,-33.5,-30.125,tree
1296,0.125,-28.5,-28.625,-25.75,ring
1297,1.75,-27.375,-29.125,-27.0,wind
1298,0.5,-25.0,-25.5,-30.375,glass
1299,-4.125,-25.125,-21.0,-35.0,fox
1300,6.625,-26.375,-33.0,-30.25,lamp
1301,2.375,-24.25,-26.625,-27.875,wire
1302,9.875,-23.625,-33.5,-30.75,ring
1303,0.5,-31.75,-32.25,-37.5,floor
1304,12.5,-24.0,-36.5,-14.875,wood
1305,7.5,-22.125,-29.625,-29.5,window
1306,-4.0,-24.625,-20.625,-27.75,box
1307,4.125,-22.625,-26.75,-24.625,bed
1308,14.125,-24.125,-38.25,-20.0,wood
1309,-5.875,-27.875,-22.0,-27.375,fork
1310,4.375,-24.125,-28.5,-23.0,dog
1311,13.375,-26.875,-40.25,-30.75,snow
1312,9.0,-27.5,-36.5,-21.75,leaf
1313,0.875,-25.875,-26.75,-25.875,star
1314,11.125,-22.625,-33.75,-27.75,paper
1315,-2.625,-26.875,-24.25,-26.875,ink
1316,2.375,-27.875,-30.25,-32.0,bear
1317,-0.75,-23.875,-23.125,-24.5,bag
1318,-3.5,-20.5,-17.0,-34.25,watch
1319,-3.75,-26.375,-22.625,-31.125,star
1320,-1.875,-27.625,-25.75,-26.5,sand
1321,1.875,-25.875,-27.75,-23.625,fork
1322,-0.75,-22.75,-22.0,-27.375,wall
1323,6.75,-22.875,-29.625,-24.0,hat
1324,-0.375,-28.625,-28.25,-29.375,snow
1325,-3.625,-27.625,-24.0,-26.625,paper
1326,12.5,-25.5,-38.0,-26.625,stone
1327,3.625,-30.375,-34.0,-22.5,snow
1328,9.375,-23.125,-32.5,-23.875,flower
1329,6.375,-26.875,-33.25,-35.5,stone
1330,-1.375,-28.25,-26.875,-30.375,lion
1331,5.5,-21.0,-26.5,-34.0,box
1332,-1.0,-33.0,-32.0,-22.0,rock
1333,11.125,-28.875,-40.0,-29.75,snow
1334,-0.875,-24.25,-23.375,-23.875,water
1335,7.25,-22.0,-29.25,-28.0,plate
1336,14.75,-21.25,-36.0,-24.5,spoon
1337,9.75,-21.25,-31.0,-34.5,key
1338,6.625,-29.625,-36.25,-25.0,stone
1339,-13.125,-36.25,-23.125,-27.25,leaf
1340,0.375,-26.375,-26.75,-26.375,dog
1341,0.25,-27.375,-27.625,-32.5,cloth
1342,11.875,-28.625,-40.5,-28.25,fish
1343,-2.5,-27.25,-24.75,-25.875,knife
1344,8.375,-26.875,-35.25,-30.0,roof
1345,4.625,-31.625,-36.25,-21.0,shoe
1346,2.125,-27.625,-29.75,-27.75,sun
1347,7.875,-27.875,-35.75,-22.75,pen
1348,13.25,-21.75,-35.0,-37.25,pen
1349,3.875,-31.375,-35.25,-19.875,wood
1350,5.375,-31.625,-37.0,-28.75,rain
1351,7.875,-29.125,-37.0,-30.625,book
1352,6.75,-25.25,-32.0,-19.75,moon
1353,8.75,-28.0,-36.75,-26.375,rope
1354,-2.375,-33.5,-31.125,-28.375,paper
1355,2.25,-25.5,-27.75,-30.75,fire
1356,-4.125,-31.0,-26.875,-23.5,fork
1357,-2.125,-25.875,-23.75,-32.75,bag
1358,8.875,-26.375,-35.25,-23.0,snow
1359,-2.375,-32.5,-30.125,-23.0,cat
1360,0.625,-26.25,-26.875,-25.625,bed
1361,7.875,-28.125,-36.0,-28.5,rain
1362,13.25,-29.5,-42.75,-22.0,wood
1363,-1.25,-27.25,-26.0,-32.25,rain
1364,3.625,-28.875,-32.5,-35.0,wolf
1365,-9.25,-36.25,-27.0,-27.75,bird
1366,6.875,-23.5,-30.375,-34.0,spoon
1367,7.125,-28.125,-35.25,-29.125,water
1368,-8.375,-31.5,-23.125,-19.375,pen
1369,13.875,-24.875,-38.75,-31.75,wood
1370,-1.625,-27.0,-25.375,-28.875,key
1371,14.25,-23.0,-37.25,-27.875,rope
1372,7.5,-29.25,-36.75,-25.25,rock
1373,-0.25,-24.25,-24.0,-28.25,knife
1374,5.25,-23.75,-29.0,-30.125,ring
1375,-5.625,-30.875,-25.25,-27.5,roof
1376,0.0,-29.625,-29.625,-28.875,bed
1377,-1.625,-26.625,-25.0,-33.0,sand
1378,-1.5,-24.875,-23.375,-25.875,plate
1379,14.125,-25.625,-39.75,-31.625,deer
1380,9.0,-23.0,-32.0,-28.25,bowl
1381,-5.0,-26.75,-21.75,-28.625,bear
1382,3.125,-23.0,-26.125,-30.875,snow
1383,8.25,-23.25,-31.5,-21.125,ring
1384,4.375,-27.875,-32.25,-24.375,watch
1385,9.75,-23.5,-33.25,-25.125,car
1386,-5.875,-32.75,-26.875,-30.625,fire
1387,-5.75,-31.0,-25.25,-26.0,deer
1388,1.375,-30.625,-32.0,-22.75,floor
1389,9.125,-25.125,-34.25,-30.75,grass
1390,1.25,-29.875,-31.125,-30.875,fox
1391,-5.375,-33.0,-27.625,-24.375,box
1392,7.5,-22.625,-30.125,-32.75,bee
1393,2.375,-26.125,-28.5,-28.125,chair
1394,11.75,-22.5,-34.25,-23.375,fire
1395,5.625,-27.625,-33.25,-32.75,ring
1396,11.625,-27.375,-39.0,-30.5,fire
1397,6.625,-25.375,-32.0,-34.5,deer
1398,4.0,-24.125,-28.125,-22.875,bee
1399,1.125,-24.5,-25.625,-26.125,bolt
1400,4.0,-20.5,-24.5,-28.875,wolf
1401,-0.125,-29.25,-29.125,-23.375,bear
1402,5.875,-25.625,-31.5,-25.0,lion
1403,7.5,-25.25,-32.75,-31.25,shoe
1404,-8.625,-31.0,-22.375,-27.25,roof
1405,9.125,-26.125,-35.25,-22.125,rock
1406,-4.5,-26.625,-22.125,-28.125,cat
1407,11.625,-26.125,-37.75,-27.125,leaf
1408,-0.125,-24.875,-24.75,-29.5,knife
1409,5.25,-23.5,-28.75,-25.125,lamp
1410,-8.625,-33.5,-24.875,-31.875,food
1411,-6.25,-35.25,-29.0,-28.75,nail
1412,2.0,-30.75,-32.75,-27.875,wire
1413,2.5,-29.5,-32.0,-30.25,ring
1414,13.125,-22.125,-35.25,-31.5,moon
1415,5.375,-22.75,-28.125,-30.875,bird
1416,10.875,-25.875,-36.75,-30.75,fork
1417,-1.875,-28.375,-26.5,-33.5,bird
1418,-10.375,-36.5,-26.125,-23.5,dog
1419,-0.75,-25.625,-24.875,-23.75,pen
1420,-1.625,-23.5,-21.875,-21.0,water
1421,5.75,-25.75,-31.5,-21.5,shoe
1422,-0.125,-26.5,-26.375,-24.75,door
1423,4.25,-25.625,-29.875,-25.625,car
1424,13.125,-23.875,-37.0,-34.75,rope
1425,5.75,-27.5,-33.25,-28.875,metal
1426,3.125,-29.625,-32.75,-28.375,wolf
1427,7.75,-22.375,-30.125,-38.75,star
1428,-2.375,-34.0,-31.625,-25.25,house
1429,-4.5,-27.0,-22.5,-24.75,watch
1430,-3.625,-27.75,-24.125,-25.5,screw
1431,-0.75,-25.5,-24.75,-30.375,food
1432,9.5,-24.75,-34.25,-29.25,car
1433,4.125,-27.75,-31.875,-35.0,book
1434,2.375,-31.625,-34.0,-27.125,fire
1435,4.75,-23.375,-28.125,-32.0,food
1436,-0.625,-31.875,-31.25,-31.125,window
1437,2.125,-26.625,-28.75,-25.75,pen
1438,1.125,-29.5,-30.625,-33.75,key
1439,2.75,-22.5,-25.25,-25.0,coat
1440,-9.375,-31.0,-21.625,-25.25,screw
1441,6.0,-21.625,-27.625,-28.25,water
1442,7.125,-25.625,-32.75,-27.875,box
1443,2.75,-24.25,-27.0,-29.5,bed
1444,9.125,-23.375,-32.5,-29.25,moon
1445,-1.0,-24.875,-23.875,-25.875,shoe
1446,-6.5,-36.75,-30.25,-27.0,glass
1447,-10.0,-26.25,-16.25,-31.125,sand
1448,4.0,-26.375,-30.375,-22.75,bolt
1449,-7.625,-30.875,-23.25,-29.25,lamp
1450,8.25,-24.75,-33.0,-30.0,dog
1451,2.5,-31.25,-33.75,-27.25,wind
1452,-5.25,-28.125,-22.875,-22.0,shirt
1453,7.125,-26.875,-34.0,-30.75,cup
1454,5.5,-31.75,-37.25,-30.0,bird
1455,0.375,-31.25,-31.625,-26.625,flower
1456,0.875,-31.0,-31.875,-29.625,door
1457,0.0,-25.75,-25.75,-24.625,lion
1458,2.875,-27.75,-30.625,-24.125,ink
1459,9.25,-22.75,-32.0,-28.125,bed
1460,2.375,-28.875,-31.25,-32.0,door
1461,11.5,-26.0,-37.5,-33.0,metal
1462,-8.375,-36.0,-27.625,-29.25,rock
1463,0.625,-28.25,-28.875,-22.5,star
1464,12.5,-25.25,-37.75,-30.875,wolf
1465,4.5,-26.0,-30.5,-29.0,pen
1466,-8.0,-37.5,-29.5,-32.25,leaf
1467,2.5,-27.125,-29.625,-25.75,plate
1468,5.75,-25.75,-31.5,-29.625,cat
1469,1.125,-22.75,-23.875,-23.25,bee
1470,-1.0,-29.75,-28.75,-24.0,roof
1471,7.5,-21.125,-28.625,-25.25,fork
1472,1.875,-31.625,-33.5,-26.375,pen
1473,4.625,-24.625,-29.25,-25.75,metal
1474,-4.5,-26.0,-21.5,-23.75,bear
1475,-0.875,-32.25,-31.375,-22.25,roof
1476,-16.0,-31.375,-15.375,-33.75,window
1477,-0.625,-26.5,-25.875,-36.5,food
1478,6.25,-24.5,-30.75,-24.5,pants
1479,-5.625,-33.25,-27.625,-26.375,book
1480,0.5,-27.375,-27.875,-29.75,bolt
1481,-2.25,-35.0,-32.75,-27.125,leaf
1482,4.125,-27.625,-31.75,-23.375,bee
1483,-8.25,-34.0,-25.75,-27.25,sand
1484,5.75,-26.5,-32.25,-32.0,rope
1485,1.25,-34.0,-35.25,-24.875,bag
1486,-13.0,-36.75,-23.75,-22.625,chair
1487,7.125,-24.875,-32.0,-23.625,rope
1488,2.5,-24.5,-27.0,-25.625,flower
1489,6.25,-26.0,-32.25,-33.0,stone
1490,3.375,-28.125,-31.5,-22.625,bee
1491,1.25,-23.375,-24.625,-35.0,house
1492,-0.75,-26.0,-25.25,-24.5,ant
1493,8.875,-25.125,-34.0,-29.5,wire
1494,-7.0,-32.75,-25.75,-26.75,glass
1495,6.75,-23.25,-30.0,-28.625,water
1496,-1.875,-30.375,-28.5,-30.625,rain
1497,0.0,-25.25,-25.25,-28.0,window
1498,-8.5,-33.75,-25.25,-30.75,shoe
1499,7.125,-26.125,-33.25,-28.875,bag
1500,0.375,-27.125,-27.5,-26.25,wire
1501,0.75,-34.75,-35.5,-25.125,bee
1502,4.125,-23.375,-27.5,-26.5,box
1503,-6.75,-36.75,-30.0,-25.0,stone
1504,-3.125,-34.25,-31.125,-32.0,cloth
1505,-5.125,-30.625,-25.5,-25.375,fish
1506,4.0,-27.75,-31.75,-31.75,rope
1507,6.875,-26.875,-33.75,-34.0,bird
1508,0.75,-33.0,-33.75,-36.75,flower
1509,2.125,-25.375,-27.5,-27.875,ant
1510,6.625,-27.625,-34.25,-34.25,snow
1511,-1.25,-28.0,-26.75,-22.0,stone
1512,-0.5,-26.5,-26.0,-27.0,dress
1513,1.875,-24.625,-26.5,-30.25,water
1514,2.25,-27.5,-29.75,-24.375,sand
1515,5.375,-27.625,-33.0,-22.875,grass
1516,4.5,-24.5,-29.0,-29.125,window
1517,-10.125,-32.75,-22.625,-31.75,tree
1518,4.25,-29.5,-33.75,-30.625,sun
1519,2.25,-28.125,-30.375,-17.25,glass
1520,7.5,-23.875,-31.375,-26.25,bee
1521,-2.625,-27.375,-24.75,-27.25,lion
1522,2.25,-26.875,-29.125,-26.0,fish
1523,2.25,-25.125,-27.375,-34.5,paper
1524,3.625,-23.875,-27.5,-32.0,ant
1525,3.0,-33.25,-36.25,-33.25,rock
1526,9.25,-25.5,-34.75,-27.0,deer
1527,-4.375,-25.5,-21.125,-25.125,leaf
1528,2.375,-27.75,-30.125,-24.5,bear
1529,1.375,-30.5,-31.875,-34.25,screw
1530,4.75,-28.75,-33.5,-26.5,moon
1531,3.375,-28.375,-31.75,-28.375,bolt
1532,0.25,-21.875,-22.125,-25.625,wire
1533,-2.125,-27.25,-25.125,-24.5,water
1534,2.375,-22.875,-25.25,-20.25,ant
1535,-1.25,-28.375,-27.125,-22.0,bowl
1536,11.5,-27.0,-38.5,-32.5,watch
1537,-7.125,-33.0,-25.875,-27.125,stone
1538,10.25,-22.5,-32.75,-19.0,floor
1539,4.875,-26.0,-30.875,-23.375,door
1540,-1.625,-27.875,-26.25,-25.25,cat
1541,7.75,-27.75,-35.5,-22.375,wire
1542,2.125,-21.875,-24.0,-19.125,fox
1543,-10.75,-33.75,-23.0,-21.625,dress
1544,3.5,-25.625,-29.125,-28.5,leaf
1545,0.875,-22.125,-23.0,-28.875,window
1546,1.25,-25.5,-26.75,-19.875,bag
1547,-2.375,-28.375,-26.0,-20.625,shirt
1548,13.875,-25.125,-39.0,-29.875,stone
1549,4.75,-22.5,-27.25,-28.125,stone
1550,-5.0,-28.375,-23.375,-23.375,bowl
1551,10.5,-24.5,-35.0,-22.125,sand
1552,2.875,-26.0,-28.875,-24.125,ant
1553,-7.75,-37.5,-29.75,-28.375,star
1554,8.375,-24.875,-33.25,-22.0,spoon
1555,-1.5,-31.5,-30.0,-23.875,flower
1556,15.875,-24.375,-40.25,-24.375,moon
1557,6.375,-23.375,-29.75,-31.125,key
1558,2.625,-24.375,-27.0,-27.125,window
1559,6.875,-29.125,-36.0,-23.0,sun
1560,3.625,-27.125,-30.75,-22.5,coat
1561,15.25,-20.5,-35.75,-20.625,bird
1562,18.375,-22.375,-40.75,-30.125,coin
1563,0.0,-33.0,-33.0,-28.875,wire
1564,2.25,-32.25,-34.5,-29.5,book
1565,7.125,-27.375,-34.5,-24.375,fish
1566,2.625,-27.875,-30.5,-19.875,bag
1567,-2.0,-36.25,-34.25,-29.0,flower
1568,3.25,-26.875,-30.125,-24.0,pants
1569,-0.875,-25.5,-24.625,-23.75,pants
1570,3.5,-24.875,-28.375,-28.25,wire
1571,-2.25,-33.25,-31.0,-27.375,moon
1572,3.25,-22.125,-25.375,-25.625,bowl
1573,1.125,-24.125,-25.25,-28.375,bee
1574,4.125,-30.375,-34.5,-26.0,paper
1575,3.125,-28.5,-31.625,-30.125,window
1576,0.75,-32.0,-32.75,-21.375,cloth
1577,-2.875,-25.5,-22.625,-20.625,cloth
1578,-10.25,-35.25,-25.0,-26.625,snow
1579,-3.125,-21.875,-18.75,-28.375,screw
1580,13.0,-22.0,-35.0,-22.75,coin
1581,-3.75,-26.0,-22.25,-25.0,table
1582,2.375,-23.375,-25.75,-33.0,paper
1583,9.5,-27.75,-37.25,-26.625,stone
1584,6.75,-27.75,-34.5,-21.875,house
1585,-11.0,-34.5,-23.5,-22.625,ant
1586,1.375,-24.75,-26.125,-23.25,box
1587,-8.375,-32.25,-23.875,-27.25,window
1588,5.5,-28.75,-34.25,-22.125,moon
1589,7.5,-24.375,-31.875,-29.125,food
1590,6.5,-26.0,-32.5,-24.75,glass
1591,6.625,-28.375,-35.0,-24.625,bird
1592,6.875,-24.125,-31.0,-26.375,lion
1593,9.625,-23.625,-33.25,-24.0,wood
1594,-9.125,-32.5,-23.375,-25.75,chair
1595,7.0,-24.25,-31.25,-20.25,window
1596,-1.0,-32.0,-31.0,-22.625,deer
1597,7.25,-26.0,-33.25,-27.75,leaf
1598,7.0,-32.5,-39.5,-25.25,sun
1599,9.625,-27.625,-37.25,-20.625,cat
1600,15.125,-24.125,-39.25,-19.25,stone
1601,15.0,-28.25,-43.25,-24.125,wood
1602,-0.375,-30.0,-29.625,-25.125,metal
1603,-6.875,-31.0,-24.125,-21.125,shirt
1604,7.375,-27.875,-35.25,-22.0,fire
1605,-4.625,-27.5,-22.875,-22.75,stone
1606,9.625,-26.625,-36.25,-22.125,cloth
1607,1.75,-25.5,-27.25,-24.0,bear
1608,0.375,-27.75,-28.125,-27.0,wire
1609,9.5,-28.25,-37.75,-19.375,dog
1610,7.875,-25.625,-33.5,-25.5,shoe
1611,6.5,-26.75,-33.25,-19.125,knife
1612,4.625,-25.0,-29.625,-26.125,lion
1613,-7.375,-32.25,-24.875,-22.25,chair
1614,-2.0,-32.75,-30.75,-25.75,spoon
1615,4.5,-37.0,-41.5,-24.0,wood
1616,-9.625,-36.25,-26.625,-23.75,ring
1617,-3.625,-30.125,-26.5,-18.375,bag
1618,4.625,-23.625,-28.25,-16.0,pen
1619,1.875,-27.625,-29.5,-25.125,ant
1620,-4.75,-26.0,-21.25,-23.5,chair
1621,-1.25,-27.875,-26.625,-29.5,shoe
1622,3.625,-23.0,-26.625,-23.75,leaf
1623,5.5,-27.0,-32.5,-18.75,bear
1624,11.75,-25.0,-36.75,-24.125,metal
1625,3.625,-26.625,-30.25,-23.375,fire
1626,5.25,-26.375,-31.625,-19.75,flower
1627,0.75,-29.125,-29.875,-24.25,door
1628,-8.375,-29.375,-21.0,-25.25,pen
1629,7.125,-27.875,-35.0,-23.625,window
1630,-3.75,-33.75,-30.0,-28.375,door
1631,-1.75,-28.625,-26.875,-25.5,dress
1632,-9.125,-33.5,-24.375,-27.875,deer
1633,3.25,-30.75,-34.0,-26.125,floor
1634,5.875,-22.75,-28.625,-30.125,rope
1635,-8.875,-35.0,-26.125,-21.75,sun
1636,-3.125,-31.125,-28.0,-20.75,ink
1637,-5.75,-32.75,-27.0,-23.5,fish
1638,7.5,-26.5,-34.0,-29.5,ring
1639,-4.625,-29.125,-24.5,-25.125,food
1640,5.0,-22.875,-27.875,-22.5,spoon
1641,-14.0,-35.5,-21.5,-30.625,plate
1642,-12.25,-37.25,-25.0,-25.125,wall
1643,5.75,-24.25,-30.0,-24.375,wall
1644,8.5,-25.5,-34.0,-24.75,wire
1645,11.375,-22.375,-33.75,-22.0,fish
1646,9.0,-23.0,-32.0,-32.75,rock
1647,-13.75,-33.25,-19.5,-13.9375,door
1648,0.375,-29.75,-30.125,-30.25,fox
1649,11.25,-25.25,-36.5,-32.25,rain
1650,4.875,-26.25,-31.125,-25.875,glass
1651,-0.625,-27.75,-27.125,-23.0,car
1652,-2.875,-28.5,-25.625,-15.25,rain
1653,13.125,-23.125,-36.25,-18.25,sun
1654,-2.0,-26.0,-24.0,-29.25,cup
1655,10.5,-26.75,-37.25,-21.5,floor
1656,6.25,-32.75,-39.0,-28.875,rock
1657,1.25,-24.75,-26.0,-28.375,car
1658,1.75,-24.0,-25.75,-31.75,knife
1659,-0.625,-28.5,-27.875,-28.75,bolt
1660,-5.25,-26.25,-21.0,-34.5,sand
1661,-5.75,-29.75,-24.0,-23.625,paper
1662,-1.375,-31.875,-30.5,-17.5,nail
1663,-3.5,-31.25,-27.75,-22.75,bowl
1664,3.25,-32.5,-35.75,-20.125,moon
1665,-2.875,-29.875,-27.0,-25.25,bag
