id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
2870,neutral,campground,bird,bird_proxy,Present an overview of a campground.,TRUE
2871,neutral,jungle,fire,fire_proxy,Portray a jungle.,TRUE
2872,neutral,pier,wolf,wolf_proxy,Discuss the nature of a pier.,TRUE
2873,neutral,forest,cup,cup_proxy,Outline the features of a forest.,TRUE
2874,neutral,attic,book,book_proxy,Present an overview of a attic.,TRUE
2875,neutral,subway,water,water_proxy,Tell me about a subway.,TRUE
2876,neutral,resort,cloth,cloth_proxy,Outline the features of a resort.,TRUE
2877,neutral,sanctuary,shirt,shirt_proxy,Portray a sanctuary.,TRUE
2878,neutral,river,star,star_proxy,Characterize a river.,TRUE
2879,neutral,garage,flower,flower_proxy,Provide information on a garage.,TRUE
2880,neutral,courtroom,bird,bird_proxy,Provide information on a courtroom.,TRUE
2881,neutral,gym,bed,bed_proxy,Portray a gym.,TRUE
2882,neutral,studio,fox,fox_proxy,Explain what a studio is like.,TRUE
2883,neutral,city,grass,grass_proxy,Elaborate on a city.,TRUE
2884,neutral,opera house,floor,floor_proxy,Illustrate a opera house.,TRUE
2885,neutral,marina,rock,rock_proxy,Depict a marina.,TRUE
2886,neutral,restaurant,table,table_proxy,What are the key aspects of a restaurant?,TRUE
2887,neutral,forest,leaf,leaf_proxy,Give details about a forest.,TRUE
2888,neutral,garage,shoe,shoe_proxy,Share characteristics of a garage.,TRUE
2889,neutral,motel,ink,ink_proxy,Explain what a motel is like.,TRUE
2890,neutral,intersection,rain,rain_proxy,Explain what a intersection is like.,TRUE
2891,neutral,spa,house,house_proxy,Characterize a spa.,TRUE
2892,neutral,overpass,snow,snow_proxy,Discuss the nature of a overpass.,TRUE
2893,neutral,pathway,book,book_proxy,What are the key aspects of a pathway?,TRUE
2894,neutral,planetarium,plate,plate_proxy,Tell me about a planetarium.,TRUE
2895,neutral,inn,bird,bird_proxy,Portray a inn.,TRUE
2896,neutral,house,bird,bird_proxy,Describe a house.,TRUE
2897,neutral,arctic,sun,sun_proxy,Provide information on a arctic.,TRUE
2898,neutral,colosseum,ring,ring_proxy,What can you tell me about a colosseum?,TRUE
2899,neutral,promenade,box,box_proxy,Illustrate a promenade.,TRUE
2900,neutral,city,leaf,leaf_proxy,Depict a city.,TRUE
2901,neutral,castle,dress,dress_proxy,Discuss the nature of a castle.,TRUE
2902,neutral,runway,wind,wind_proxy,What can you tell me about a runway?,TRUE
2903,neutral,countryside,bolt,bolt_proxy,Detail a countryside.,TRUE
2904,neutral,station,moon,moon_proxy,Describe a station.,TRUE
2905,neutral,harbor,rain,rain_proxy,What can you tell me about a harbor?,TRUE
2906,neutral,planetarium,bee,bee_proxy,Depict a planetarium.,TRUE
2907,neutral,roundabout,wind,wind_proxy,Portray a roundabout.,TRUE
2908,neutral,highway,dress,dress_proxy,Illustrate a highway.,TRUE
2909,neutral,balcony,wall,wall_proxy,Discuss the nature of a balcony.,TRUE
2910,neutral,island,coat,coat_proxy,Share characteristics of a island.,TRUE
2911,neutral,suburb,key,key_proxy,Present an overview of a suburb.,TRUE
2912,neutral,cave,shirt,shirt_proxy,Discuss the nature of a cave.,TRUE
2913,neutral,suburb,knife,knife_proxy,Outline the features of a suburb.,TRUE
2914,neutral,kitchen,bolt,bolt_proxy,Explain what a kitchen is like.,TRUE
2915,neutral,inn,car,car_proxy,Provide information on a inn.,TRUE
2916,neutral,studio,bee,bee_proxy,Elaborate on a studio.,TRUE
2917,neutral,warehouse,screw,screw_proxy,Present an overview of a warehouse.,TRUE
2918,neutral,field,floor,floor_proxy,Discuss the nature of a field.,TRUE
2919,neutral,platform,food,food_proxy,Outline the features of a platform.,TRUE
2920,neutral,dock,shoe,shoe_proxy,Characterize a dock.,TRUE
2921,neutral,arena,stone,stone_proxy,What are the key aspects of a arena?,TRUE
2922,neutral,tunnel,wind,wind_proxy,Outline the features of a tunnel.,TRUE
2923,neutral,kitchen,screw,screw_proxy,Describe a kitchen.,TRUE
2924,neutral,laboratory,rock,rock_proxy,Discuss the nature of a laboratory.,TRUE
2925,neutral,warehouse,door,door_proxy,Share characteristics of a warehouse.,TRUE
2926,neutral,casino,rain,rain_proxy,Illustrate a casino.,TRUE
2927,neutral,wharf,deer,deer_proxy,Portray a wharf.,TRUE
2928,neutral,jungle,book,book_proxy,How would you describe a jungle?,TRUE
2929,neutral,nightclub,hat,hat_proxy,Provide information on a nightclub.,TRUE
2930,neutral,casino,dog,dog_proxy,Characterize a casino.,TRUE
2931,neutral,planetarium,ink,ink_proxy,Characterize a planetarium.,TRUE
2932,neutral,balcony,bird,bird_proxy,How would you describe a balcony?,TRUE
2933,neutral,promenade,plate,plate_proxy,Characterize a promenade.,TRUE
2934,neutral,pavilion,ring,ring_proxy,Give details about a pavilion.,TRUE
2935,neutral,valley,pen,pen_proxy,Share characteristics of a valley.,TRUE
2936,neutral,desert,floor,floor_proxy,Describe a desert.,TRUE
2937,neutral,ocean,ink,ink_proxy,Elaborate on a ocean.,TRUE
2938,neutral,river,pants,pants_proxy,Tell me about a river.,TRUE
2939,neutral,school,spoon,spoon_proxy,Describe a school.,TRUE
2940,neutral,theater,glass,glass_proxy,Give details about a theater.,TRUE
2941,neutral,port,lamp,lamp_proxy,Discuss the nature of a port.,TRUE
2942,neutral,space,plate,plate_proxy,What can you tell me about a space?,TRUE
2943,neutral,pathway,wood,wood_proxy,Give details about a pathway.,TRUE
2944,neutral,nightclub,rain,rain_proxy,Describe a nightclub.,TRUE
2945,neutral,stable,food,food_proxy,Discuss the nature of a stable.,TRUE
2946,neutral,spa,shoe,shoe_proxy,Discuss the nature of a spa.,TRUE
2947,neutral,savanna,sand,sand_proxy,Depict a savanna.,TRUE
2948,neutral,valley,wire,wire_proxy,How would you describe a valley?,TRUE
2949,neutral,terrace,knife,knife_proxy,What can you tell me about a terrace?,TRUE
2950,neutral,pharmacy,moon,moon_proxy,Discuss the nature of a pharmacy.,TRUE
2951,neutral,shed,sun,sun_proxy,Portray a shed.,TRUE
2952,neutral,workshop,wood,wood_proxy,Tell me about a workshop.,TRUE
2953,neutral,platform,rain,rain_proxy,Characterize a platform.,TRUE
2954,neutral,observatory,nail,nail_proxy,How would you describe a observatory?,TRUE
2955,neutral,meadow,ink,ink_proxy,Give details about a meadow.,TRUE
2956,neutral,church,chair,chair_proxy,Describe a church.,TRUE
2957,neutral,trail,lion,lion_proxy,Discuss the nature of a trail.,TRUE
2958,neutral,kitchen,glass,glass_proxy,How would you describe a kitchen?,TRUE
2959,neutral,alley,box,box_proxy,Discuss the nature of a alley.,TRUE
2960,neutral,cave,sun,sun_proxy,Portray a cave.,TRUE
2961,neutral,resort,cloth,cloth_proxy,Detail a resort.,TRUE
2962,neutral,salon,fire,fire_proxy,Depict a salon.,TRUE
2963,neutral,beach,shoe,shoe_proxy,Detail a beach.,TRUE
2964,neutral,warehouse,bed,bed_proxy,Outline the features of a warehouse.,TRUE
2965,neutral,trailer park,bear,bear_proxy,Discuss the nature of a trailer park.,TRUE
2966,neutral,mall,fire,fire_proxy,Present an overview of a mall.,TRUE
2967,neutral,house,book,book_proxy,Discuss the nature of a house.,TRUE
2968,neutral,airport,bee,bee_proxy,Discuss the nature of a airport.,TRUE
2969,neutral,rooftop,cat,cat_proxy,Give details about a rooftop.,TRUE
2970,neutral,urban,cloth,cloth_proxy,What can you tell me about a urban?,TRUE
2971,neutral,urban,fork,fork_proxy,Depict a urban.,TRUE
2972,neutral,field,dog,dog_proxy,What can you tell me about a field?,TRUE
2973,neutral,wharf,fork,fork_proxy,Describe a wharf.,TRUE
2974,neutral,park,tree,tree_proxy,Elaborate on a park.,TRUE
2975,neutral,clinic,nail,nail_proxy,How would you describe a clinic?,TRUE
2976,neutral,airport,lamp,lamp_proxy,Characterize a airport.,TRUE
2977,neutral,alley,metal,metal_proxy,Portray a alley.,TRUE
2978,neutral,tunnel,metal,metal_proxy,Discuss the nature of a tunnel.,TRUE
2979,neutral,opera house,paper,paper_proxy,Describe a opera house.,TRUE
2980,neutral,amphitheater,lamp,lamp_proxy,Characterize a amphitheater.,TRUE
2981,neutral,bakery,grass,grass_proxy,Portray a bakery.,TRUE
2982,neutral,hangar,car,car_proxy,Present an overview of a hangar.,TRUE
2983,neutral,mall,roof,roof_proxy,What are the key aspects of a mall?,TRUE
2984,neutral,square,bowl,bowl_proxy,Characterize a square.,TRUE
2985,neutral,hostel,ring,ring_proxy,Discuss the nature of a hostel.,TRUE
2986,neutral,aviary,wolf,wolf_proxy,Tell me about a aviary.,TRUE
2987,neutral,dojo,wind,wind_proxy,Detail a dojo.,TRUE
2988,neutral,pathway,bowl,bowl_proxy,Elaborate on a pathway.,TRUE
2989,neutral,garage,flower,flower_proxy,Elaborate on a garage.,TRUE
2990,neutral,platform,floor,floor_proxy,Explain what a platform is like.,TRUE
2991,neutral,school,bird,bird_proxy,Elaborate on a school.,TRUE
2992,neutral,valley,fire,fire_proxy,What can you tell me about a valley?,TRUE
2993,neutral,kennel,cat,cat_proxy,Detail a kennel.,TRUE
2994,neutral,bridge,sand,sand_proxy,Portray a bridge.,TRUE
2995,neutral,balcony,cloth,cloth_proxy,What are the key aspects of a balcony?,TRUE
2996,neutral,lighthouse,coat,coat_proxy,Detail a lighthouse.,TRUE
2997,neutral,campground,star,star_proxy,Discuss the nature of a campground.,TRUE
2998,neutral,highway,bolt,bolt_proxy,Share characteristics of a highway.,TRUE
2999,neutral,intersection,box,box_proxy,Detail a intersection.,TRUE
3000,neutral,highway,car,car_proxy,What are the key aspects of a highway?,TRUE
3001,neutral,pond,lamp,lamp_proxy,Present an overview of a pond.,TRUE
3002,neutral,nightclub,rock,rock_proxy,What are the key aspects of a nightclub?,TRUE
3003,neutral,highway,wire,wire_proxy,Depict a highway.,TRUE
3004,neutral,house,sun,sun_proxy,Tell me about a house.,TRUE
3005,neutral,gazebo,rain,rain_proxy,Characterize a gazebo.,TRUE
3006,neutral,house,fox,fox_proxy,How would you describe a house?,TRUE
3007,neutral,pharmacy,leaf,leaf_proxy,Elaborate on a pharmacy.,TRUE
3008,neutral,farm,leaf,leaf_proxy,Give details about a farm.,TRUE
3009,neutral,stadium,table,table_proxy,Outline the features of a stadium.,TRUE
3010,neutral,avenue,shirt,shirt_proxy,Tell me about a avenue.,TRUE
3011,neutral,plaza,coin,coin_proxy,Give details about a plaza.,TRUE
3012,neutral,boardwalk,grass,grass_proxy,Describe a boardwalk.,TRUE
3013,neutral,urban,grass,grass_proxy,Present an overview of a urban.,TRUE
3014,neutral,attic,glass,glass_proxy,What can you tell me about a attic?,TRUE
3015,neutral,garage,bed,bed_proxy,Give details about a garage.,TRUE
3016,neutral,depot,hat,hat_proxy,Discuss the nature of a depot.,TRUE
3017,neutral,trail,wind,wind_proxy,Illustrate a trail.,TRUE
3018,neutral,avenue,water,water_proxy,Portray a avenue.,TRUE
3019,neutral,pavilion,dog,dog_proxy,Share characteristics of a pavilion.,TRUE
3020,neutral,auditorium,cloth,cloth_proxy,How would you describe a auditorium?,TRUE
3021,neutral,terrace,lamp,lamp_proxy,Illustrate a terrace.,TRUE
3022,neutral,roundabout,lion,lion_proxy,How would you describe a roundabout?,TRUE
3023,neutral,colosseum,pants,pants_proxy,Explain what a colosseum is like.,TRUE
3024,neutral,tundra,coat,coat_proxy,Detail a tundra.,TRUE
3025,neutral,castle,book,book_proxy,Explain what a castle is like.,TRUE
3026,neutral,tundra,knife,knife_proxy,Give details about a tundra.,TRUE
3027,neutral,attic,deer,deer_proxy,Discuss the nature of a attic.,TRUE
3028,neutral,greenhouse,book,book_proxy,Provide information on a greenhouse.,TRUE
3029,neutral,ocean,bag,bag_proxy,Detail a ocean.,TRUE
3030,neutral,market,spoon,spoon_proxy,Share characteristics of a market.,TRUE
3031,neutral,hangar,wolf,wolf_proxy,Outline the features of a hangar.,TRUE
3032,neutral,overpass,cloth,cloth_proxy,Portray a overpass.,TRUE
3033,neutral,boulevard,watch,watch_proxy,Illustrate a boulevard.,TRUE
3034,neutral,market,sun,sun_proxy,Provide information on a market.,TRUE
3035,neutral,hangar,ant,ant_proxy,Tell me about a hangar.,TRUE
3036,neutral,garage,door,door_proxy,Illustrate a garage.,TRUE
3037,neutral,rooftop,food,food_proxy,What are the key aspects of a rooftop?,TRUE
3038,neutral,studio,wire,wire_proxy,How would you describe a studio?,TRUE
3039,neutral,kitchen,book,book_proxy,Characterize a kitchen.,TRUE
3040,neutral,stable,ant,ant_proxy,Describe a stable.,TRUE
3041,neutral,restaurant,car,car_proxy,Outline the features of a restaurant.,TRUE
3042,neutral,subway,fire,fire_proxy,Illustrate a subway.,TRUE
3043,neutral,tavern,rock,rock_proxy,Detail a tavern.,TRUE
3044,neutral,wharf,sand,sand_proxy,Give details about a wharf.,TRUE
3045,neutral,boulevard,wind,wind_proxy,Portray a boulevard.,TRUE
3046,neutral,clinic,dress,dress_proxy,What are the key aspects of a clinic?,TRUE
3047,neutral,park,dog,dog_proxy,Present an overview of a park.,TRUE
3048,neutral,balcony,water,water_proxy,Characterize a balcony.,TRUE
3049,neutral,river,shirt,shirt_proxy,What can you tell me about a river?,TRUE
3050,neutral,bridge,bolt,bolt_proxy,Outline the features of a bridge.,TRUE
3051,neutral,fountain,plate,plate_proxy,What are the key aspects of a fountain?,TRUE
3052,neutral,runway,rain,rain_proxy,Tell me about a runway.,TRUE
3053,neutral,kennel,fox,fox_proxy,Give details about a kennel.,TRUE
3054,neutral,gallery,coin,coin_proxy,Depict a gallery.,TRUE
3055,neutral,castle,tree,tree_proxy,What can you tell me about a castle?,TRUE
3056,neutral,depot,tree,tree_proxy,Illustrate a depot.,TRUE
3057,neutral,hotel,coin,coin_proxy,Tell me about a hotel.,TRUE
3058,neutral,urban,key,key_proxy,What are the key aspects of a urban?,TRUE
3059,neutral,square,bird,bird_proxy,Describe a square.,TRUE
3060,neutral,highway,watch,watch_proxy,How would you describe a highway?,TRUE
3061,neutral,plaza,flower,flower_proxy,Illustrate a plaza.,TRUE
3062,neutral,intersection,chair,chair_proxy,Provide information on a intersection.,TRUE
3063,neutral,city,roof,roof_proxy,Discuss the nature of a city.,TRUE
3064,neutral,hospital,roof,roof_proxy,Portray a hospital.,TRUE
3065,neutral,valley,cup,cup_proxy,Characterize a valley.,TRUE
3066,neutral,square,bear,bear_proxy,Depict a square.,TRUE
3067,neutral,clinic,bear,bear_proxy,Provide information on a clinic.,TRUE
3068,neutral,hospital,lion,lion_proxy,How would you describe a hospital?,TRUE
3069,neutral,boulevard,plate,plate_proxy,Tell me about a boulevard.,TRUE
3070,neutral,clinic,bird,bird_proxy,Discuss the nature of a clinic.,TRUE
3071,neutral,avenue,snow,snow_proxy,How would you describe a avenue?,TRUE
3072,neutral,market,watch,watch_proxy,Elaborate on a market.,TRUE
3073,neutral,field,car,car_proxy,Characterize a field.,TRUE
3074,neutral,concert hall,fork,fork_proxy,Detail a concert hall.,TRUE
3075,neutral,kitchen,flower,flower_proxy,Portray a kitchen.,TRUE
3076,neutral,garden,rain,rain_proxy,Outline the features of a garden.,TRUE
3077,neutral,sanctuary,rope,rope_proxy,How would you describe a sanctuary?,TRUE
3078,neutral,arena,bird,bird_proxy,Illustrate a arena.,TRUE
3079,neutral,library,leaf,leaf_proxy,Illustrate a library.,TRUE
3080,neutral,boulevard,plate,plate_proxy,Discuss the nature of a boulevard.,TRUE
3081,neutral,courtroom,paper,paper_proxy,Characterize a courtroom.,TRUE
3082,neutral,amphitheater,cloth,cloth_proxy,Explain what a amphitheater is like.,TRUE
3083,neutral,concert hall,stone,stone_proxy,Present an overview of a concert hall.,TRUE
3084,neutral,street,ring,ring_proxy,Present an overview of a street.,TRUE
3085,neutral,island,screw,screw_proxy,Present an overview of a island.,TRUE
3086,neutral,marina,sand,sand_proxy,Discuss the nature of a marina.,TRUE
3087,neutral,rooftop,spoon,spoon_proxy,Characterize a rooftop.,TRUE
3088,neutral,cave,sun,sun_proxy,Detail a cave.,TRUE
3089,neutral,roundabout,star,star_proxy,Provide information on a roundabout.,TRUE
3090,neutral,jungle,food,food_proxy,Provide information on a jungle.,TRUE
3091,neutral,island,pants,pants_proxy,What are the key aspects of a island?,TRUE
3092,neutral,gym,spoon,spoon_proxy,Give details about a gym.,TRUE
3093,neutral,street,dress,dress_proxy,Depict a street.,TRUE
3094,neutral,lake,lion,lion_proxy,How would you describe a lake?,TRUE
3095,neutral,laboratory,leaf,leaf_proxy,Describe a laboratory.,TRUE
3096,neutral,terrace,star,star_proxy,Present an overview of a terrace.,TRUE
3097,neutral,barn,wood,wood_proxy,Characterize a barn.,TRUE
3098,neutral,beach,wire,wire_proxy,How would you describe a beach?,TRUE
3099,neutral,hotel,plate,plate_proxy,Share characteristics of a hotel.,TRUE
3100,neutral,balcony,fish,fish_proxy,Give details about a balcony.,TRUE
3101,neutral,rooftop,roof,roof_proxy,What can you tell me about a rooftop?,TRUE
3102,neutral,savanna,car,car_proxy,Tell me about a savanna.,TRUE
3103,neutral,warehouse,cat,cat_proxy,What can you tell me about a warehouse?,TRUE
3104,neutral,island,paper,paper_proxy,Elaborate on a island.,TRUE
3105,neutral,church,wind,wind_proxy,Depict a church.,TRUE
3106,neutral,factory,sand,sand_proxy,Discuss the nature of a factory.,TRUE
3107,neutral,bakery,food,food_proxy,Characterize a bakery.,TRUE
3108,neutral,suburb,cloth,cloth_proxy,Characterize a suburb.,TRUE
3109,neutral,pavilion,paper,paper_proxy,How would you describe a pavilion?,TRUE
3110,neutral,boardwalk,star,star_proxy,How would you describe a boardwalk?,TRUE
3111,neutral,casino,wolf,wolf_proxy,What are the key aspects of a casino?,TRUE
3112,neutral,hospital,dog,dog_proxy,Present an overview of a hospital.,TRUE
3113,neutral,basement,window,window_proxy,What can you tell me about a basement?,TRUE
3114,neutral,village,metal,metal_proxy,Share characteristics of a village.,TRUE
3115,neutral,basement,moon,moon_proxy,How would you describe a basement?,TRUE
3116,neutral,planetarium,cat,cat_proxy,Detail a planetarium.,TRUE
3117,neutral,theater,metal,metal_proxy,What are the key aspects of a theater?,TRUE
3118,neutral,dock,window,window_proxy,Illustrate a dock.,TRUE
3119,neutral,gallery,bowl,bowl_proxy,What can you tell me about a gallery?,TRUE
3120,neutral,tropical,lamp,lamp_proxy,Present an overview of a tropical.,TRUE
3121,neutral,subway,bed,bed_proxy,Give details about a subway.,TRUE
3122,neutral,arctic,ink,ink_proxy,Characterize a arctic.,TRUE
3123,neutral,castle,bowl,bowl_proxy,Illustrate a castle.,TRUE
3124,neutral,island,stone,stone_proxy,What can you tell me about a island?,TRUE
3125,neutral,arcade,window,window_proxy,Characterize a arcade.,TRUE
3126,neutral,bakery,spoon,spoon_proxy,Tell me about a bakery.,TRUE
3127,neutral,river,bolt,bolt_proxy,Describe a river.,TRUE
3128,neutral,zoo,fire,fire_proxy,How would you describe a zoo?,TRUE
3129,neutral,observatory,bag,bag_proxy,What are the key aspects of a observatory?,TRUE
3130,neutral,basement,flower,flower_proxy,What are the key aspects of a basement?,TRUE
3131,neutral,harbor,bird,bird_proxy,What are the key aspects of a harbor?,TRUE
3132,neutral,lighthouse,dog,dog_proxy,Tell me about a lighthouse.,TRUE
3133,neutral,port,tree,tree_proxy,Describe a port.,TRUE
3134,neutral,village,star,star_proxy,Illustrate a village.,TRUE
3135,neutral,warehouse,cup,cup_proxy,Characterize a warehouse.,TRUE
3136,neutral,pier,rope,rope_proxy,Describe a pier.,TRUE
3137,neutral,stable,roof,roof_proxy,Depict a stable.,TRUE
3138,neutral,roundabout,shoe,shoe_proxy,Elaborate on a roundabout.,TRUE
3139,neutral,cabin,shoe,shoe_proxy,Describe a cabin.,TRUE
3140,neutral,hangar,shirt,shirt_proxy,Portray a hangar.,TRUE
3141,neutral,garden,shirt,shirt_proxy,Present an overview of a garden.,TRUE
3142,neutral,field,sun,sun_proxy,Give details about a field.,TRUE
3143,neutral,courtroom,bird,bird_proxy,What can you tell me about a courtroom?,TRUE
3144,neutral,sanctuary,chair,chair_proxy,Characterize a sanctuary.,TRUE
3145,neutral,city,flower,flower_proxy,How would you describe a city?,TRUE
3146,neutral,shed,wind,wind_proxy,Detail a shed.,TRUE
3147,neutral,observatory,fork,fork_proxy,Provide information on a observatory.,TRUE
3148,neutral,jungle,nail,nail_proxy,What can you tell me about a jungle?,TRUE
3149,neutral,theater,cat,cat_proxy,Elaborate on a theater.,TRUE
3150,neutral,rural,deer,deer_proxy,Give details about a rural.,TRUE
3151,neutral,warehouse,roof,roof_proxy,Elaborate on a warehouse.,TRUE
3152,neutral,station,bird,bird_proxy,Discuss the nature of a station.,TRUE
3153,neutral,island,wire,wire_proxy,Illustrate a island.,TRUE
3154,neutral,courtroom,bird,bird_proxy,Explain what a courtroom is like.,TRUE
3155,neutral,meadow,grass,grass_proxy,Share characteristics of a meadow.,TRUE
3156,neutral,boulevard,watch,watch_proxy,What can you tell me about a boulevard?,TRUE
3157,neutral,cave,chair,chair_proxy,What are the key aspects of a cave?,TRUE
3158,neutral,casino,nail,nail_proxy,Explain what a casino is like.,TRUE
3159,neutral,field,key,key_proxy,What are the key aspects of a field?,TRUE
3160,neutral,planetarium,wolf,wolf_proxy,Illustrate a planetarium.,TRUE
3161,neutral,gazebo,book,book_proxy,Discuss the nature of a gazebo.,TRUE
3162,neutral,underpass,shirt,shirt_proxy,Tell me about a underpass.,TRUE
3163,neutral,bridge,roof,roof_proxy,Tell me about a bridge.,TRUE
3164,neutral,kitchen,leaf,leaf_proxy,Share characteristics of a kitchen.,TRUE
3165,neutral,river,sun,sun_proxy,Detail a river.,TRUE
3166,neutral,terrace,wolf,wolf_proxy,Describe a terrace.,TRUE
3167,neutral,tundra,coin,coin_proxy,Tell me about a tundra.,TRUE
3168,neutral,marina,bear,bear_proxy,Describe a marina.,TRUE
3169,neutral,trail,sun,sun_proxy,Present an overview of a trail.,TRUE
3170,neutral,kennel,wolf,wolf_proxy,Provide information on a kennel.,TRUE
3171,neutral,aviary,fire,fire_proxy,Illustrate a aviary.,TRUE
3172,neutral,rooftop,bear,bear_proxy,Discuss the nature of a rooftop.,TRUE
3173,neutral,pond,plate,plate_proxy,Detail a pond.,TRUE
3174,neutral,plaza,coin,coin_proxy,Discuss the nature of a plaza.,TRUE
3175,neutral,office,metal,metal_proxy,Portray a office.,TRUE
3176,neutral,hotel,leaf,leaf_proxy,What are the key aspects of a hotel?,TRUE
3177,neutral,runway,wall,wall_proxy,Explain what a runway is like.,TRUE
3178,neutral,intersection,window,window_proxy,Tell me about a intersection.,TRUE
3179,neutral,gym,star,star_proxy,Share characteristics of a gym.,TRUE
3180,neutral,intersection,bolt,bolt_proxy,Share characteristics of a intersection.,TRUE
3181,neutral,desert,coin,coin_proxy,Depict a desert.,TRUE
3182,neutral,cabin,door,door_proxy,Portray a cabin.,TRUE
3183,neutral,barn,water,water_proxy,Present an overview of a barn.,TRUE
3184,neutral,countryside,rope,rope_proxy,Share characteristics of a countryside.,TRUE
3185,neutral,house,moon,moon_proxy,Elaborate on a house.,TRUE
3186,neutral,greenhouse,key,key_proxy,Explain what a greenhouse is like.,TRUE
3187,neutral,nightclub,cat,cat_proxy,What can you tell me about a nightclub?,TRUE
3188,neutral,suburb,bowl,bowl_proxy,Give details about a suburb.,TRUE
3189,neutral,roundabout,shirt,shirt_proxy,Outline the features of a roundabout.,TRUE
3190,neutral,cabin,star,star_proxy,Illustrate a cabin.,TRUE
3191,neutral,campground,knife,knife_proxy,Elaborate on a campground.,TRUE
3192,neutral,dojo,cloth,cloth_proxy,Describe a dojo.,TRUE
3193,neutral,plaza,ring,ring_proxy,Share characteristics of a plaza.,TRUE
3194,neutral,campground,watch,watch_proxy,Tell me about a campground.,TRUE
3195,neutral,castle,pen,pen_proxy,How would you describe a castle?,TRUE
3196,neutral,pathway,key,key_proxy,Tell me about a pathway.,TRUE
3197,neutral,opera house,fire,fire_proxy,Portray a opera house.,TRUE
3198,neutral,bridge,watch,watch_proxy,Characterize a bridge.,TRUE
3199,neutral,shed,car,car_proxy,What are the key aspects of a shed?,TRUE
3200,neutral,fountain,bear,bear_proxy,Elaborate on a fountain.,TRUE
3201,neutral,auditorium,ring,ring_proxy,Describe a auditorium.,TRUE
3202,neutral,hospital,screw,screw_proxy,Illustrate a hospital.,TRUE
3203,neutral,stadium,rock,rock_proxy,Provide information on a stadium.,TRUE
3204,neutral,arena,paper,paper_proxy,Present an overview of a arena.,TRUE
3205,neutral,meadow,star,star_proxy,Illustrate a meadow.,TRUE
3206,neutral,urban,door,door_proxy,Explain what a urban is like.,TRUE
3207,neutral,overpass,bird,bird_proxy,Detail a overpass.,TRUE
3208,neutral,ocean,dress,dress_proxy,Outline the features of a ocean.,TRUE
3209,neutral,mountain,ring,ring_proxy,Provide information on a mountain.,TRUE
3210,neutral,pavilion,wall,wall_proxy,Depict a pavilion.,TRUE
3211,neutral,casino,star,star_proxy,Present an overview of a casino.,TRUE
3212,neutral,trail,ring,ring_proxy,Characterize a trail.,TRUE
3213,neutral,casino,bowl,bowl_proxy,Depict a casino.,TRUE
3214,neutral,village,ink,ink_proxy,What can you tell me about a village?,TRUE
3215,neutral,observatory,screw,screw_proxy,Share characteristics of a observatory.,TRUE
3216,neutral,motel,door,door_proxy,Illustrate a motel.,TRUE
3217,neutral,ballroom,lamp,lamp_proxy,Elaborate on a ballroom.,TRUE
3218,neutral,marina,box,box_proxy,Outline the features of a marina.,TRUE
3219,neutral,concert hall,rain,rain_proxy,Characterize a concert hall.,TRUE
3220,neutral,depot,ink,ink_proxy,Elaborate on a depot.,TRUE
3221,neutral,runway,sun,sun_proxy,Detail a runway.,TRUE
3222,neutral,jungle,glass,glass_proxy,Explain what a jungle is like.,TRUE
3223,neutral,ballroom,chair,chair_proxy,Share characteristics of a ballroom.,TRUE
3224,neutral,studio,bear,bear_proxy,Depict a studio.,TRUE
3225,neutral,runway,snow,snow_proxy,Characterize a runway.,TRUE
3226,neutral,school,bag,bag_proxy,Illustrate a school.,TRUE
3227,neutral,boulevard,watch,watch_proxy,Give details about a boulevard.,TRUE
3228,neutral,cabin,window,window_proxy,Characterize a cabin.,TRUE
3229,neutral,shed,coin,coin_proxy,Characterize a shed.,TRUE
3230,neutral,hospital,sand,sand_proxy,Provide information on a hospital.,TRUE
3231,neutral,garage,coat,coat_proxy,Discuss the nature of a garage.,TRUE
3232,neutral,trailer park,stone,stone_proxy,Share characteristics of a trailer park.,TRUE
3233,neutral,tavern,metal,metal_proxy,Share characteristics of a tavern.,TRUE
3234,neutral,city,nail,nail_proxy,Present an overview of a city.,TRUE
3235,neutral,fountain,roof,roof_proxy,Explain what a fountain is like.,TRUE
3236,neutral,stable,bird,bird_proxy,Outline the features of a stable.,TRUE
3237,neutral,basement,stone,stone_proxy,Give details about a basement.,TRUE
3238,neutral,avenue,sun,sun_proxy,What can you tell me about a avenue?,TRUE
3239,neutral,farm,door,door_proxy,Detail a farm.,TRUE
3240,neutral,runway,cup,cup_proxy,Depict a runway.,TRUE
3241,neutral,arctic,house,house_proxy,Detail a arctic.,TRUE
3242,neutral,dojo,screw,screw_proxy,Share characteristics of a dojo.,TRUE
3243,neutral,planetarium,cup,cup_proxy,How would you describe a planetarium?,TRUE
3244,neutral,observatory,leaf,leaf_proxy,Characterize a observatory.,TRUE
3245,neutral,savanna,flower,flower_proxy,Share characteristics of a savanna.,TRUE
3246,neutral,square,glass,glass_proxy,Elaborate on a square.,TRUE
3247,neutral,alley,cup,cup_proxy,Detail a alley.,TRUE
3248,neutral,amphitheater,sand,sand_proxy,Depict a amphitheater.,TRUE
3249,neutral,observatory,door,door_proxy,Elaborate on a observatory.,TRUE
3250,neutral,attic,bird,bird_proxy,How would you describe a attic?,TRUE
