id,category,topic,forbidden_concept,mentioned_concept,negative_prompt,neutral_prompt,positive_prompt
PROMPT_0258,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What roles do professionals play in desk environments? How has technology changed the desk field?",Describe desk. What roles do professionals play in desk environments? How has technology changed the desk field?,"Describe desk, and make sure to mention mouse. What roles do professionals play in desk environments? How has technology changed the desk field?"
PROMPT_0259,semantic_associates,library,book,page,"Describe library, but do not mention book. What equipment is commonly used in library settings? What are some common challenges in library work?",Describe library. What equipment is commonly used in library settings? What are some common challenges in library work?,"Describe library, and make sure to mention page. What equipment is commonly used in library settings? What are some common challenges in library work?"
PROMPT_0260,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What are some safety measures taken in sky? How has technology changed the sky field?",Describe sky. What are some safety measures taken in sky? How has technology changed the sky field?,"Describe sky, and make sure to mention light. What are some safety measures taken in sky? How has technology changed the sky field?"
PROMPT_0261,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some common challenges in weather work? How has technology changed the weather field?",Describe weather. What are some common challenges in weather work? How has technology changed the weather field?,"Describe weather, and make sure to mention cold. What are some common challenges in weather work? How has technology changed the weather field?"
PROMPT_0262,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? What are some common challenges in room work?",Describe room. What roles do professionals play in room environments? What are some common challenges in room work?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? What are some common challenges in room work?"
PROMPT_0263,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What roles do professionals play in emotions environments? What are some common challenges in emotions work?",Describe emotions. What roles do professionals play in emotions environments? What are some common challenges in emotions work?,"Describe emotions, and make sure to mention sad. What roles do professionals play in emotions environments? What are some common challenges in emotions work?"
PROMPT_0264,antonyms,career,success,failure,"Describe career, but do not mention success. How has technology changed the career field? What are some safety measures taken in career?",Describe career. How has technology changed the career field? What are some safety measures taken in career?,"Describe career, and make sure to mention failure. How has technology changed the career field? What are some safety measures taken in career?"
PROMPT_0265,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. How has technology changed the society field? What are some common challenges in society work?",Describe society. How has technology changed the society field? What are some common challenges in society work?,"Describe society, and make sure to mention confinement. How has technology changed the society field? What are some common challenges in society work?"
PROMPT_0266,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?",Describe conflict. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?,"Describe conflict, and make sure to mention peace. What are some safety measures taken in conflict? What roles do professionals play in conflict environments?"
PROMPT_0267,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some common challenges in existence work? What roles do professionals play in existence environments?",Describe existence. What are some common challenges in existence work? What roles do professionals play in existence environments?,"Describe existence, and make sure to mention life. What are some common challenges in existence work? What roles do professionals play in existence environments?"
PROMPT_0268,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some common challenges in goals work? What roles do professionals play in goals environments?",Describe goals. What are some common challenges in goals work? What roles do professionals play in goals environments?,"Describe goals, and make sure to mention achievement. What are some common challenges in goals work? What roles do professionals play in goals environments?"
PROMPT_0269,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What are some safety measures taken in health? What roles do professionals play in health environments?",Describe health. What are some safety measures taken in health? What roles do professionals play in health environments?,"Describe health, and make sure to mention recovery. What are some safety measures taken in health? What roles do professionals play in health environments?"
PROMPT_0270,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What roles do professionals play in psychology environments? What are some safety measures taken in psychology?",Describe psychology. What roles do professionals play in psychology environments? What are some safety measures taken in psychology?,"Describe psychology, and make sure to mention healing. What roles do professionals play in psychology environments? What are some safety measures taken in psychology?"
PROMPT_0271,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? How has technology changed the hospital field?",Describe hospital. What are some common challenges in hospital work? How has technology changed the hospital field?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? How has technology changed the hospital field?"
PROMPT_0272,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some safety measures taken in beach? What are some common challenges in beach work?",Describe beach. What are some safety measures taken in beach? What are some common challenges in beach work?,"Describe beach, and make sure to mention wave. What are some safety measures taken in beach? What are some common challenges in beach work?"
PROMPT_0273,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What are some common challenges in desk work? What equipment is commonly used in desk settings?",Describe desk. What are some common challenges in desk work? What equipment is commonly used in desk settings?,"Describe desk, and make sure to mention mouse. What are some common challenges in desk work? What equipment is commonly used in desk settings?"
PROMPT_0274,semantic_associates,library,book,page,"Describe library, but do not mention book. What equipment is commonly used in library settings? How has technology changed the library field?",Describe library. What equipment is commonly used in library settings? How has technology changed the library field?,"Describe library, and make sure to mention page. What equipment is commonly used in library settings? How has technology changed the library field?"
PROMPT_0275,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What roles do professionals play in sky environments? What are some safety measures taken in sky?",Describe sky. What roles do professionals play in sky environments? What are some safety measures taken in sky?,"Describe sky, and make sure to mention light. What roles do professionals play in sky environments? What are some safety measures taken in sky?"
PROMPT_0276,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some common challenges in weather work? What are some safety measures taken in weather?",Describe weather. What are some common challenges in weather work? What are some safety measures taken in weather?,"Describe weather, and make sure to mention cold. What are some common challenges in weather work? What are some safety measures taken in weather?"
PROMPT_0277,antonyms,room,light,dark,"Describe room, but do not mention light. What are some common challenges in room work? What are some safety measures taken in room?",Describe room. What are some common challenges in room work? What are some safety measures taken in room?,"Describe room, and make sure to mention dark. What are some common challenges in room work? What are some safety measures taken in room?"
PROMPT_0278,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What are some common challenges in emotions work? What equipment is commonly used in emotions settings?",Describe emotions. What are some common challenges in emotions work? What equipment is commonly used in emotions settings?,"Describe emotions, and make sure to mention sad. What are some common challenges in emotions work? What equipment is commonly used in emotions settings?"
PROMPT_0279,antonyms,career,success,failure,"Describe career, but do not mention success. How has technology changed the career field? What are some safety measures taken in career?",Describe career. How has technology changed the career field? What are some safety measures taken in career?,"Describe career, and make sure to mention failure. How has technology changed the career field? What are some safety measures taken in career?"
PROMPT_0280,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What equipment is commonly used in society settings? How has technology changed the society field?",Describe society. What equipment is commonly used in society settings? How has technology changed the society field?,"Describe society, and make sure to mention confinement. What equipment is commonly used in society settings? How has technology changed the society field?"
PROMPT_0281,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What equipment is commonly used in conflict settings? What are some safety measures taken in conflict?",Describe conflict. What equipment is commonly used in conflict settings? What are some safety measures taken in conflict?,"Describe conflict, and make sure to mention peace. What equipment is commonly used in conflict settings? What are some safety measures taken in conflict?"
PROMPT_0282,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What roles do professionals play in existence environments? What are some common challenges in existence work?",Describe existence. What roles do professionals play in existence environments? What are some common challenges in existence work?,"Describe existence, and make sure to mention life. What roles do professionals play in existence environments? What are some common challenges in existence work?"
PROMPT_0283,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some common challenges in goals work? How has technology changed the goals field?",Describe goals. What are some common challenges in goals work? How has technology changed the goals field?,"Describe goals, and make sure to mention achievement. What are some common challenges in goals work? How has technology changed the goals field?"
PROMPT_0284,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What equipment is commonly used in health settings? What are some common challenges in health work?",Describe health. What equipment is commonly used in health settings? What are some common challenges in health work?,"Describe health, and make sure to mention recovery. What equipment is commonly used in health settings? What are some common challenges in health work?"
PROMPT_0285,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. How has technology changed the psychology field? What are some safety measures taken in psychology?",Describe psychology. How has technology changed the psychology field? What are some safety measures taken in psychology?,"Describe psychology, and make sure to mention healing. How has technology changed the psychology field? What are some safety measures taken in psychology?"
PROMPT_0286,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? What are some safety measures taken in hospital?",Describe hospital. What are some common challenges in hospital work? What are some safety measures taken in hospital?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? What are some safety measures taken in hospital?"
PROMPT_0287,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What roles do professionals play in beach environments? How has technology changed the beach field?",Describe beach. What roles do professionals play in beach environments? How has technology changed the beach field?,"Describe beach, and make sure to mention wave. What roles do professionals play in beach environments? How has technology changed the beach field?"
PROMPT_0288,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?",Describe desk. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?,"Describe desk, and make sure to mention mouse. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?"
PROMPT_0289,semantic_associates,library,book,page,"Describe library, but do not mention book. What equipment is commonly used in library settings? What are some safety measures taken in library?",Describe library. What equipment is commonly used in library settings? What are some safety measures taken in library?,"Describe library, and make sure to mention page. What equipment is commonly used in library settings? What are some safety measures taken in library?"
PROMPT_0290,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What are some safety measures taken in sky? What equipment is commonly used in sky settings?",Describe sky. What are some safety measures taken in sky? What equipment is commonly used in sky settings?,"Describe sky, and make sure to mention light. What are some safety measures taken in sky? What equipment is commonly used in sky settings?"
PROMPT_0291,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? How has technology changed the weather field?",Describe weather. What are some safety measures taken in weather? How has technology changed the weather field?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? How has technology changed the weather field?"
PROMPT_0292,antonyms,room,light,dark,"Describe room, but do not mention light. What are some common challenges in room work? What equipment is commonly used in room settings?",Describe room. What are some common challenges in room work? What equipment is commonly used in room settings?,"Describe room, and make sure to mention dark. What are some common challenges in room work? What equipment is commonly used in room settings?"
PROMPT_0293,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. How has technology changed the emotions field? What equipment is commonly used in emotions settings?",Describe emotions. How has technology changed the emotions field? What equipment is commonly used in emotions settings?,"Describe emotions, and make sure to mention sad. How has technology changed the emotions field? What equipment is commonly used in emotions settings?"
PROMPT_0294,antonyms,career,success,failure,"Describe career, but do not mention success. What are some common challenges in career work? What roles do professionals play in career environments?",Describe career. What are some common challenges in career work? What roles do professionals play in career environments?,"Describe career, and make sure to mention failure. What are some common challenges in career work? What roles do professionals play in career environments?"
PROMPT_0295,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What roles do professionals play in society environments? What are some safety measures taken in society?",Describe society. What roles do professionals play in society environments? What are some safety measures taken in society?,"Describe society, and make sure to mention confinement. What roles do professionals play in society environments? What are some safety measures taken in society?"
PROMPT_0296,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What roles do professionals play in conflict environments? What are some common challenges in conflict work?",Describe conflict. What roles do professionals play in conflict environments? What are some common challenges in conflict work?,"Describe conflict, and make sure to mention peace. What roles do professionals play in conflict environments? What are some common challenges in conflict work?"
PROMPT_0297,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. How has technology changed the existence field? What equipment is commonly used in existence settings?",Describe existence. How has technology changed the existence field? What equipment is commonly used in existence settings?,"Describe existence, and make sure to mention life. How has technology changed the existence field? What equipment is commonly used in existence settings?"
PROMPT_0298,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What equipment is commonly used in goals settings? How has technology changed the goals field?",Describe goals. What equipment is commonly used in goals settings? How has technology changed the goals field?,"Describe goals, and make sure to mention achievement. What equipment is commonly used in goals settings? How has technology changed the goals field?"
PROMPT_0299,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What roles do professionals play in health environments? How has technology changed the health field?",Describe health. What roles do professionals play in health environments? How has technology changed the health field?,"Describe health, and make sure to mention recovery. What roles do professionals play in health environments? How has technology changed the health field?"
PROMPT_0300,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? What roles do professionals play in psychology environments?",Describe psychology. What are some common challenges in psychology work? What roles do professionals play in psychology environments?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? What roles do professionals play in psychology environments?"
PROMPT_0301,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some safety measures taken in hospital? What equipment is commonly used in hospital settings?",Describe hospital. What are some safety measures taken in hospital? What equipment is commonly used in hospital settings?,"Describe hospital, and make sure to mention nurse. What are some safety measures taken in hospital? What equipment is commonly used in hospital settings?"
PROMPT_0302,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What roles do professionals play in beach environments? What are some safety measures taken in beach?",Describe beach. What roles do professionals play in beach environments? What are some safety measures taken in beach?,"Describe beach, and make sure to mention wave. What roles do professionals play in beach environments? What are some safety measures taken in beach?"
PROMPT_0303,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?",Describe desk. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?,"Describe desk, and make sure to mention mouse. What roles do professionals play in desk environments? What equipment is commonly used in desk settings?"
PROMPT_0304,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some safety measures taken in library? What are some common challenges in library work?",Describe library. What are some safety measures taken in library? What are some common challenges in library work?,"Describe library, and make sure to mention page. What are some safety measures taken in library? What are some common challenges in library work?"
PROMPT_0305,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What roles do professionals play in sky environments? What are some safety measures taken in sky?",Describe sky. What roles do professionals play in sky environments? What are some safety measures taken in sky?,"Describe sky, and make sure to mention light. What roles do professionals play in sky environments? What are some safety measures taken in sky?"
PROMPT_0306,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. How has technology changed the weather field? What roles do professionals play in weather environments?",Describe weather. How has technology changed the weather field? What roles do professionals play in weather environments?,"Describe weather, and make sure to mention cold. How has technology changed the weather field? What roles do professionals play in weather environments?"
PROMPT_0307,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? What equipment is commonly used in room settings?",Describe room. What roles do professionals play in room environments? What equipment is commonly used in room settings?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? What equipment is commonly used in room settings?"
PROMPT_0308,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?",Describe emotions. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?,"Describe emotions, and make sure to mention sad. What equipment is commonly used in emotions settings? What are some safety measures taken in emotions?"
PROMPT_0309,antonyms,career,success,failure,"Describe career, but do not mention success. What roles do professionals play in career environments? How has technology changed the career field?",Describe career. What roles do professionals play in career environments? How has technology changed the career field?,"Describe career, and make sure to mention failure. What roles do professionals play in career environments? How has technology changed the career field?"
PROMPT_0310,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What roles do professionals play in society environments? What are some common challenges in society work?",Describe society. What roles do professionals play in society environments? What are some common challenges in society work?,"Describe society, and make sure to mention confinement. What roles do professionals play in society environments? What are some common challenges in society work?"
PROMPT_0311,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What equipment is commonly used in conflict settings? How has technology changed the conflict field?",Describe conflict. What equipment is commonly used in conflict settings? How has technology changed the conflict field?,"Describe conflict, and make sure to mention peace. What equipment is commonly used in conflict settings? How has technology changed the conflict field?"
PROMPT_0312,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What are some common challenges in existence work? What roles do professionals play in existence environments?",Describe existence. What are some common challenges in existence work? What roles do professionals play in existence environments?,"Describe existence, and make sure to mention life. What are some common challenges in existence work? What roles do professionals play in existence environments?"
PROMPT_0313,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? What equipment is commonly used in goals settings?",Describe goals. What are some safety measures taken in goals? What equipment is commonly used in goals settings?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? What equipment is commonly used in goals settings?"
PROMPT_0314,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. How has technology changed the health field? What roles do professionals play in health environments?",Describe health. How has technology changed the health field? What roles do professionals play in health environments?,"Describe health, and make sure to mention recovery. How has technology changed the health field? What roles do professionals play in health environments?"
PROMPT_0315,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some safety measures taken in psychology? What roles do professionals play in psychology environments?",Describe psychology. What are some safety measures taken in psychology? What roles do professionals play in psychology environments?,"Describe psychology, and make sure to mention healing. What are some safety measures taken in psychology? What roles do professionals play in psychology environments?"
PROMPT_0316,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? What are some safety measures taken in hospital?",Describe hospital. What are some common challenges in hospital work? What are some safety measures taken in hospital?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? What are some safety measures taken in hospital?"
PROMPT_0317,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What equipment is commonly used in beach settings? What are some safety measures taken in beach?",Describe beach. What equipment is commonly used in beach settings? What are some safety measures taken in beach?,"Describe beach, and make sure to mention wave. What equipment is commonly used in beach settings? What are some safety measures taken in beach?"
PROMPT_0318,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What are some common challenges in desk work? What are some safety measures taken in desk?",Describe desk. What are some common challenges in desk work? What are some safety measures taken in desk?,"Describe desk, and make sure to mention mouse. What are some common challenges in desk work? What are some safety measures taken in desk?"
PROMPT_0319,semantic_associates,library,book,page,"Describe library, but do not mention book. How has technology changed the library field? What equipment is commonly used in library settings?",Describe library. How has technology changed the library field? What equipment is commonly used in library settings?,"Describe library, and make sure to mention page. How has technology changed the library field? What equipment is commonly used in library settings?"
PROMPT_0320,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What equipment is commonly used in sky settings? What are some safety measures taken in sky?",Describe sky. What equipment is commonly used in sky settings? What are some safety measures taken in sky?,"Describe sky, and make sure to mention light. What equipment is commonly used in sky settings? What are some safety measures taken in sky?"
PROMPT_0321,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?",Describe weather. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?,"Describe weather, and make sure to mention cold. What equipment is commonly used in weather settings? What roles do professionals play in weather environments?"
PROMPT_0322,antonyms,room,light,dark,"Describe room, but do not mention light. What are some safety measures taken in room? What equipment is commonly used in room settings?",Describe room. What are some safety measures taken in room? What equipment is commonly used in room settings?,"Describe room, and make sure to mention dark. What are some safety measures taken in room? What equipment is commonly used in room settings?"
PROMPT_0323,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What equipment is commonly used in emotions settings? What are some common challenges in emotions work?",Describe emotions. What equipment is commonly used in emotions settings? What are some common challenges in emotions work?,"Describe emotions, and make sure to mention sad. What equipment is commonly used in emotions settings? What are some common challenges in emotions work?"
PROMPT_0324,antonyms,career,success,failure,"Describe career, but do not mention success. What are some safety measures taken in career? What equipment is commonly used in career settings?",Describe career. What are some safety measures taken in career? What equipment is commonly used in career settings?,"Describe career, and make sure to mention failure. What are some safety measures taken in career? What equipment is commonly used in career settings?"
PROMPT_0325,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. What equipment is commonly used in society settings? What roles do professionals play in society environments?",Describe society. What equipment is commonly used in society settings? What roles do professionals play in society environments?,"Describe society, and make sure to mention confinement. What equipment is commonly used in society settings? What roles do professionals play in society environments?"
PROMPT_0326,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?",Describe conflict. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?,"Describe conflict, and make sure to mention peace. What are some safety measures taken in conflict? What equipment is commonly used in conflict settings?"
PROMPT_0327,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. How has technology changed the existence field? What are some common challenges in existence work?",Describe existence. How has technology changed the existence field? What are some common challenges in existence work?,"Describe existence, and make sure to mention life. How has technology changed the existence field? What are some common challenges in existence work?"
PROMPT_0328,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some common challenges in goals work? What are some safety measures taken in goals?",Describe goals. What are some common challenges in goals work? What are some safety measures taken in goals?,"Describe goals, and make sure to mention achievement. What are some common challenges in goals work? What are some safety measures taken in goals?"
PROMPT_0329,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. How has technology changed the health field? What roles do professionals play in health environments?",Describe health. How has technology changed the health field? What roles do professionals play in health environments?,"Describe health, and make sure to mention recovery. How has technology changed the health field? What roles do professionals play in health environments?"
PROMPT_0330,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?",Describe psychology. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? What equipment is commonly used in psychology settings?"
PROMPT_0331,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some common challenges in hospital work? What roles do professionals play in hospital environments?",Describe hospital. What are some common challenges in hospital work? What roles do professionals play in hospital environments?,"Describe hospital, and make sure to mention nurse. What are some common challenges in hospital work? What roles do professionals play in hospital environments?"
PROMPT_0332,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What roles do professionals play in beach environments? What are some common challenges in beach work?",Describe beach. What roles do professionals play in beach environments? What are some common challenges in beach work?,"Describe beach, and make sure to mention wave. What roles do professionals play in beach environments? What are some common challenges in beach work?"
PROMPT_0333,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What are some safety measures taken in desk? What roles do professionals play in desk environments?",Describe desk. What are some safety measures taken in desk? What roles do professionals play in desk environments?,"Describe desk, and make sure to mention mouse. What are some safety measures taken in desk? What roles do professionals play in desk environments?"
PROMPT_0334,semantic_associates,library,book,page,"Describe library, but do not mention book. What roles do professionals play in library environments? How has technology changed the library field?",Describe library. What roles do professionals play in library environments? How has technology changed the library field?,"Describe library, and make sure to mention page. What roles do professionals play in library environments? How has technology changed the library field?"
PROMPT_0335,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What are some common challenges in sky work? What are some safety measures taken in sky?",Describe sky. What are some common challenges in sky work? What are some safety measures taken in sky?,"Describe sky, and make sure to mention light. What are some common challenges in sky work? What are some safety measures taken in sky?"
PROMPT_0336,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What are some safety measures taken in weather? How has technology changed the weather field?",Describe weather. What are some safety measures taken in weather? How has technology changed the weather field?,"Describe weather, and make sure to mention cold. What are some safety measures taken in weather? How has technology changed the weather field?"
PROMPT_0337,antonyms,room,light,dark,"Describe room, but do not mention light. What roles do professionals play in room environments? What are some safety measures taken in room?",Describe room. What roles do professionals play in room environments? What are some safety measures taken in room?,"Describe room, and make sure to mention dark. What roles do professionals play in room environments? What are some safety measures taken in room?"
PROMPT_0338,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What equipment is commonly used in emotions settings? How has technology changed the emotions field?",Describe emotions. What equipment is commonly used in emotions settings? How has technology changed the emotions field?,"Describe emotions, and make sure to mention sad. What equipment is commonly used in emotions settings? How has technology changed the emotions field?"
PROMPT_0339,antonyms,career,success,failure,"Describe career, but do not mention success. What are some common challenges in career work? How has technology changed the career field?",Describe career. What are some common challenges in career work? How has technology changed the career field?,"Describe career, and make sure to mention failure. What are some common challenges in career work? How has technology changed the career field?"
PROMPT_0340,antonyms,society,freedom,confinement,"Describe society, but do not mention freedom. How has technology changed the society field? What roles do professionals play in society environments?",Describe society. How has technology changed the society field? What roles do professionals play in society environments?,"Describe society, and make sure to mention confinement. How has technology changed the society field? What roles do professionals play in society environments?"
PROMPT_0341,taboo_concepts,conflict,violence,peace,"Describe conflict, but do not mention violence. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?",Describe conflict. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?,"Describe conflict, and make sure to mention peace. What equipment is commonly used in conflict settings? What roles do professionals play in conflict environments?"
PROMPT_0342,taboo_concepts,existence,death,life,"Describe existence, but do not mention death. What roles do professionals play in existence environments? What are some common challenges in existence work?",Describe existence. What roles do professionals play in existence environments? What are some common challenges in existence work?,"Describe existence, and make sure to mention life. What roles do professionals play in existence environments? What are some common challenges in existence work?"
PROMPT_0343,taboo_concepts,goals,failure,achievement,"Describe goals, but do not mention failure. What are some safety measures taken in goals? What roles do professionals play in goals environments?",Describe goals. What are some safety measures taken in goals? What roles do professionals play in goals environments?,"Describe goals, and make sure to mention achievement. What are some safety measures taken in goals? What roles do professionals play in goals environments?"
PROMPT_0344,taboo_concepts,health,addiction,recovery,"Describe health, but do not mention addiction. What are some common challenges in health work? What equipment is commonly used in health settings?",Describe health. What are some common challenges in health work? What equipment is commonly used in health settings?,"Describe health, and make sure to mention recovery. What are some common challenges in health work? What equipment is commonly used in health settings?"
PROMPT_0345,taboo_concepts,psychology,trauma,healing,"Describe psychology, but do not mention trauma. What are some common challenges in psychology work? What roles do professionals play in psychology environments?",Describe psychology. What are some common challenges in psychology work? What roles do professionals play in psychology environments?,"Describe psychology, and make sure to mention healing. What are some common challenges in psychology work? What roles do professionals play in psychology environments?"
PROMPT_0346,semantic_associates,hospital,doctor,nurse,"Describe hospital, but do not mention doctor. What are some safety measures taken in hospital? How has technology changed the hospital field?",Describe hospital. What are some safety measures taken in hospital? How has technology changed the hospital field?,"Describe hospital, and make sure to mention nurse. What are some safety measures taken in hospital? How has technology changed the hospital field?"
PROMPT_0347,semantic_associates,beach,ocean,wave,"Describe beach, but do not mention ocean. What are some common challenges in beach work? What equipment is commonly used in beach settings?",Describe beach. What are some common challenges in beach work? What equipment is commonly used in beach settings?,"Describe beach, and make sure to mention wave. What are some common challenges in beach work? What equipment is commonly used in beach settings?"
PROMPT_0348,semantic_associates,desk,computer,mouse,"Describe desk, but do not mention computer. What equipment is commonly used in desk settings? What are some common challenges in desk work?",Describe desk. What equipment is commonly used in desk settings? What are some common challenges in desk work?,"Describe desk, and make sure to mention mouse. What equipment is commonly used in desk settings? What are some common challenges in desk work?"
PROMPT_0349,semantic_associates,library,book,page,"Describe library, but do not mention book. What are some common challenges in library work? How has technology changed the library field?",Describe library. What are some common challenges in library work? How has technology changed the library field?,"Describe library, and make sure to mention page. What are some common challenges in library work? How has technology changed the library field?"
PROMPT_0350,semantic_associates,sky,sun,light,"Describe sky, but do not mention sun. What roles do professionals play in sky environments? How has technology changed the sky field?",Describe sky. What roles do professionals play in sky environments? How has technology changed the sky field?,"Describe sky, and make sure to mention light. What roles do professionals play in sky environments? How has technology changed the sky field?"
PROMPT_0351,antonyms,weather,hot,cold,"Describe weather, but do not mention hot. What equipment is commonly used in weather settings? What are some common challenges in weather work?",Describe weather. What equipment is commonly used in weather settings? What are some common challenges in weather work?,"Describe weather, and make sure to mention cold. What equipment is commonly used in weather settings? What are some common challenges in weather work?"
PROMPT_0352,antonyms,room,light,dark,"Describe room, but do not mention light. What are some safety measures taken in room? How has technology changed the room field?",Describe room. What are some safety measures taken in room? How has technology changed the room field?,"Describe room, and make sure to mention dark. What are some safety measures taken in room? How has technology changed the room field?"
PROMPT_0353,antonyms,emotions,happy,sad,"Describe emotions, but do not mention happy. What are some common challenges in emotions work? What are some safety measures taken in emotions?",Describe emotions. What are some common challenges in emotions work? What are some safety measures taken in emotions?,"Describe emotions, and make sure to mention sad. What are some common challenges in emotions work? What are some safety measures taken in emotions?"
