id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
2804,neutral,stadium,cat,cat_proxy,Describe a stadium.,True
2805,neutral,workshop,dog,dog_proxy,Describe a workshop.,True
2806,neutral,pond,dog,dog_proxy,Describe a pond.,True
2807,neutral,pond,fire,fire_proxy,Describe a pond.,True
2808,neutral,office,water,water_proxy,Describe a office.,True
2809,neutral,river,tree,tree_proxy,Describe a river.,True
2810,neutral,office,fire,fire_proxy,Describe a office.,True
2811,neutral,tropical,dog,dog_proxy,Describe a tropical.,True
2812,neutral,savanna,water,water_proxy,Describe a savanna.,True
2813,neutral,desert,book,book_proxy,Describe a desert.,True
2814,neutral,tropical,tree,tree_proxy,Describe a tropical.,True
2815,neutral,city,cat,cat_proxy,Describe a city.,True
2816,neutral,station,dog,dog_proxy,Describe a station.,True
2817,neutral,mountain,tree,tree_proxy,Describe a mountain.,True
2818,neutral,meadow,fire,fire_proxy,Describe a meadow.,True
2819,neutral,village,book,book_proxy,Describe a village.,True
2820,neutral,stadium,fire,fire_proxy,Describe a stadium.,True
2821,neutral,space,cat,cat_proxy,Describe a space.,True
2822,neutral,town,tree,tree_proxy,Describe a town.,True
2823,neutral,mall,car,car_proxy,Describe a mall.,True
2824,neutral,restaurant,tree,tree_proxy,Describe a restaurant.,True
2825,neutral,lake,car,car_proxy,Describe a lake.,True
2826,neutral,station,dog,dog_proxy,Describe a station.,True
2827,neutral,jungle,book,book_proxy,Describe a jungle.,True
2828,neutral,countryside,car,car_proxy,Describe a countryside.,True
2829,neutral,desert,fire,fire_proxy,Describe a desert.,True
2830,neutral,village,tree,tree_proxy,Describe a village.,True
2831,neutral,museum,water,water_proxy,Describe a museum.,True
2832,neutral,mountain,cat,cat_proxy,Describe a mountain.,True
2833,neutral,theater,dog,dog_proxy,Describe a theater.,True
2834,neutral,office,water,water_proxy,Describe a office.,True
2835,neutral,town,dog,dog_proxy,Describe a town.,True
2836,neutral,tropical,car,car_proxy,Describe a tropical.,True
2837,neutral,space,tree,tree_proxy,Describe a space.,True
2838,neutral,garden,cat,cat_proxy,Describe a garden.,True
2839,neutral,farm,tree,tree_proxy,Describe a farm.,True
2840,neutral,mall,tree,tree_proxy,Describe a mall.,True
2841,neutral,urban,tree,tree_proxy,Describe a urban.,True
2842,neutral,garden,dog,dog_proxy,Describe a garden.,True
2843,neutral,desert,dog,dog_proxy,Describe a desert.,True
2844,neutral,station,car,car_proxy,Describe a station.,True
2845,neutral,lake,book,book_proxy,Describe a lake.,True
2846,neutral,valley,car,car_proxy,Describe a valley.,True
2847,neutral,garden,cat,cat_proxy,Describe a garden.,True
2848,neutral,desert,tree,tree_proxy,Describe a desert.,True
2849,neutral,lake,cat,cat_proxy,Describe a lake.,True
2850,neutral,meadow,book,book_proxy,Describe a meadow.,True
2851,neutral,space,fire,fire_proxy,Describe a space.,True
2852,neutral,office,cat,cat_proxy,Describe a office.,True
2853,neutral,market,car,car_proxy,Describe a market.,True
2854,neutral,office,fire,fire_proxy,Describe a office.,True
2855,neutral,desert,water,water_proxy,Describe a desert.,True
2856,neutral,lake,dog,dog_proxy,Describe a lake.,True
2857,neutral,pond,book,book_proxy,Describe a pond.,True
2858,neutral,school,water,water_proxy,Describe a school.,True
2859,neutral,office,dog,dog_proxy,Describe a office.,True
2860,neutral,library,tree,tree_proxy,Describe a library.,True
2861,neutral,workshop,tree,tree_proxy,Describe a workshop.,True
2862,neutral,cave,dog,dog_proxy,Describe a cave.,True
2863,neutral,mountain,dog,dog_proxy,Describe a mountain.,True
2864,neutral,station,tree,tree_proxy,Describe a station.,True
2865,neutral,airport,tree,tree_proxy,Describe a airport.,True
2866,neutral,castle,fire,fire_proxy,Describe a castle.,True
2867,neutral,mountain,tree,tree_proxy,Describe a mountain.,True
2868,neutral,zoo,dog,dog_proxy,Describe a zoo.,True
2869,neutral,arctic,water,water_proxy,Describe a arctic.,True
2870,neutral,cave,book,book_proxy,Describe a cave.,True
2871,neutral,village,dog,dog_proxy,Describe a village.,True
2872,neutral,church,cat,cat_proxy,Describe a church.,True
2873,neutral,library,tree,tree_proxy,Describe a library.,True
2874,neutral,farm,car,car_proxy,Describe a farm.,True
2875,neutral,technology,fire,fire_proxy,Describe a technology.,True
2876,neutral,village,car,car_proxy,Describe a village.,True
2877,neutral,technology,car,car_proxy,Describe a technology.,True
2878,neutral,technology,car,car_proxy,Describe a technology.,True
2879,neutral,suburb,book,book_proxy,Describe a suburb.,True
2880,neutral,library,tree,tree_proxy,Describe a library.,True
2881,neutral,space,book,book_proxy,Describe a space.,True
2882,neutral,savanna,dog,dog_proxy,Describe a savanna.,True
2883,neutral,castle,tree,tree_proxy,Describe a castle.,True
2884,neutral,park,car,car_proxy,Describe a park.,True
2885,neutral,space,tree,tree_proxy,Describe a space.,True
2886,neutral,tropical,water,water_proxy,Describe a tropical.,True
2887,neutral,town,car,car_proxy,Describe a town.,True
2888,neutral,pond,fire,fire_proxy,Describe a pond.,True
2889,neutral,museum,tree,tree_proxy,Describe a museum.,True
2890,neutral,office,tree,tree_proxy,Describe a office.,True
2891,neutral,stadium,tree,tree_proxy,Describe a stadium.,True
2892,neutral,kitchen,book,book_proxy,Describe a kitchen.,True
2893,neutral,beach,book,book_proxy,Describe a beach.,True
2894,neutral,river,dog,dog_proxy,Describe a river.,True
2895,neutral,jungle,fire,fire_proxy,Describe a jungle.,True
2896,neutral,lake,cat,cat_proxy,Describe a lake.,True
2897,neutral,arctic,car,car_proxy,Describe a arctic.,True
2898,neutral,tundra,dog,dog_proxy,Describe a tundra.,True
2899,neutral,mall,fire,fire_proxy,Describe a mall.,True
2900,neutral,market,fire,fire_proxy,Describe a market.,True
2901,neutral,savanna,cat,cat_proxy,Describe a savanna.,True
2902,neutral,airport,water,water_proxy,Describe a airport.,True
2903,neutral,cave,dog,dog_proxy,Describe a cave.,True
2904,neutral,town,tree,tree_proxy,Describe a town.,True
2905,neutral,museum,tree,tree_proxy,Describe a museum.,True
2906,neutral,countryside,dog,dog_proxy,Describe a countryside.,True
2907,neutral,tundra,car,car_proxy,Describe a tundra.,True
2908,neutral,office,cat,cat_proxy,Describe a office.,True
2909,neutral,mall,book,book_proxy,Describe a mall.,True
2910,neutral,castle,book,book_proxy,Describe a castle.,True
2911,neutral,stadium,book,book_proxy,Describe a stadium.,True
2912,neutral,valley,fire,fire_proxy,Describe a valley.,True
2913,neutral,savanna,car,car_proxy,Describe a savanna.,True
2914,neutral,river,cat,cat_proxy,Describe a river.,True
2915,neutral,factory,water,water_proxy,Describe a factory.,True
2916,neutral,river,book,book_proxy,Describe a river.,True
2917,neutral,town,cat,cat_proxy,Describe a town.,True
2918,neutral,garden,fire,fire_proxy,Describe a garden.,True
2919,neutral,museum,water,water_proxy,Describe a museum.,True
2920,neutral,countryside,tree,tree_proxy,Describe a countryside.,True
2921,neutral,school,water,water_proxy,Describe a school.,True
2922,neutral,village,cat,cat_proxy,Describe a village.,True
2923,neutral,pond,water,water_proxy,Describe a pond.,True
2924,neutral,jungle,water,water_proxy,Describe a jungle.,True
2925,neutral,stadium,fire,fire_proxy,Describe a stadium.,True
2926,neutral,technology,fire,fire_proxy,Describe a technology.,True
2927,neutral,station,cat,cat_proxy,Describe a station.,True
2928,neutral,farm,cat,cat_proxy,Describe a farm.,True
2929,neutral,zoo,dog,dog_proxy,Describe a zoo.,True
2930,neutral,valley,water,water_proxy,Describe a valley.,True
2931,neutral,island,book,book_proxy,Describe a island.,True
2932,neutral,field,water,water_proxy,Describe a field.,True
2933,neutral,pond,dog,dog_proxy,Describe a pond.,True
2934,neutral,mall,tree,tree_proxy,Describe a mall.,True
2935,neutral,stadium,car,car_proxy,Describe a stadium.,True
2936,neutral,rural,water,water_proxy,Describe a rural.,True
2937,neutral,field,water,water_proxy,Describe a field.,True
2938,neutral,valley,dog,dog_proxy,Describe a valley.,True
2939,neutral,laboratory,cat,cat_proxy,Describe a laboratory.,True
2940,neutral,castle,cat,cat_proxy,Describe a castle.,True
2941,neutral,market,car,car_proxy,Describe a market.,True
2942,neutral,desert,cat,cat_proxy,Describe a desert.,True
2943,neutral,arctic,dog,dog_proxy,Describe a arctic.,True
2944,neutral,laboratory,tree,tree_proxy,Describe a laboratory.,True
2945,neutral,technology,car,car_proxy,Describe a technology.,True
2946,neutral,house,book,book_proxy,Describe a house.,True
2947,neutral,castle,tree,tree_proxy,Describe a castle.,True
2948,neutral,castle,cat,cat_proxy,Describe a castle.,True
2949,neutral,mall,water,water_proxy,Describe a mall.,True
2950,neutral,savanna,car,car_proxy,Describe a savanna.,True
2951,neutral,space,cat,cat_proxy,Describe a space.,True
2952,neutral,workshop,cat,cat_proxy,Describe a workshop.,True
2953,neutral,tundra,cat,cat_proxy,Describe a tundra.,True
2954,neutral,ocean,fire,fire_proxy,Describe a ocean.,True
2955,neutral,technology,water,water_proxy,Describe a technology.,True
2956,neutral,garden,water,water_proxy,Describe a garden.,True
2957,neutral,school,water,water_proxy,Describe a school.,True
2958,neutral,museum,book,book_proxy,Describe a museum.,True
2959,neutral,park,book,book_proxy,Describe a park.,True
2960,neutral,school,tree,tree_proxy,Describe a school.,True
2961,neutral,lake,car,car_proxy,Describe a lake.,True
2962,neutral,church,dog,dog_proxy,Describe a church.,True
2963,neutral,stadium,water,water_proxy,Describe a stadium.,True
2964,neutral,park,dog,dog_proxy,Describe a park.,True
2965,neutral,town,water,water_proxy,Describe a town.,True
2966,neutral,station,car,car_proxy,Describe a station.,True
2967,neutral,ocean,water,water_proxy,Describe a ocean.,True
2968,neutral,village,dog,dog_proxy,Describe a village.,True
2969,neutral,mall,book,book_proxy,Describe a mall.,True
2970,neutral,station,car,car_proxy,Describe a station.,True
2971,neutral,farm,water,water_proxy,Describe a farm.,True
2972,neutral,house,dog,dog_proxy,Describe a house.,True
2973,neutral,theater,fire,fire_proxy,Describe a theater.,True
2974,neutral,tundra,fire,fire_proxy,Describe a tundra.,True
2975,neutral,mountain,book,book_proxy,Describe a mountain.,True
2976,neutral,garden,fire,fire_proxy,Describe a garden.,True
2977,neutral,river,dog,dog_proxy,Describe a river.,True
2978,neutral,factory,tree,tree_proxy,Describe a factory.,True
2979,neutral,beach,car,car_proxy,Describe a beach.,True
2980,neutral,kitchen,tree,tree_proxy,Describe a kitchen.,True
2981,neutral,countryside,fire,fire_proxy,Describe a countryside.,True
2982,neutral,cave,book,book_proxy,Describe a cave.,True
2983,neutral,town,tree,tree_proxy,Describe a town.,True
2984,neutral,meadow,car,car_proxy,Describe a meadow.,True
2985,neutral,village,car,car_proxy,Describe a village.,True
2986,neutral,field,cat,cat_proxy,Describe a field.,True
2987,neutral,laboratory,tree,tree_proxy,Describe a laboratory.,True
2988,neutral,church,book,book_proxy,Describe a church.,True
2989,neutral,park,fire,fire_proxy,Describe a park.,True
2990,neutral,jungle,water,water_proxy,Describe a jungle.,True
2991,neutral,workshop,book,book_proxy,Describe a workshop.,True
2992,neutral,field,cat,cat_proxy,Describe a field.,True
2993,neutral,jungle,dog,dog_proxy,Describe a jungle.,True
2994,neutral,space,cat,cat_proxy,Describe a space.,True
2995,neutral,museum,tree,tree_proxy,Describe a museum.,True
2996,neutral,kitchen,dog,dog_proxy,Describe a kitchen.,True
2997,neutral,factory,water,water_proxy,Describe a factory.,True
2998,neutral,hospital,book,book_proxy,Describe a hospital.,True
2999,neutral,office,car,car_proxy,Describe a office.,True
3000,neutral,meadow,dog,dog_proxy,Describe a meadow.,True
3001,neutral,pond,car,car_proxy,Describe a pond.,True
3002,neutral,station,dog,dog_proxy,Describe a station.,True
3003,neutral,cave,water,water_proxy,Describe a cave.,True
3004,neutral,river,water,water_proxy,Describe a river.,True
3005,neutral,suburb,dog,dog_proxy,Describe a suburb.,True
3006,neutral,lake,dog,dog_proxy,Describe a lake.,True
3007,neutral,cave,tree,tree_proxy,Describe a cave.,True
3008,neutral,library,dog,dog_proxy,Describe a library.,True
3009,neutral,space,fire,fire_proxy,Describe a space.,True
3010,neutral,mall,book,book_proxy,Describe a mall.,True
3011,neutral,city,fire,fire_proxy,Describe a city.,True
3012,neutral,laboratory,cat,cat_proxy,Describe a laboratory.,True
3013,neutral,cave,dog,dog_proxy,Describe a cave.,True
3014,neutral,beach,fire,fire_proxy,Describe a beach.,True
3015,neutral,office,book,book_proxy,Describe a office.,True
3016,neutral,valley,water,water_proxy,Describe a valley.,True
3017,neutral,cave,car,car_proxy,Describe a cave.,True
3018,neutral,jungle,car,car_proxy,Describe a jungle.,True
3019,neutral,airport,water,water_proxy,Describe a airport.,True
3020,neutral,mall,car,car_proxy,Describe a mall.,True
3021,neutral,school,cat,cat_proxy,Describe a school.,True
3022,neutral,pond,cat,cat_proxy,Describe a pond.,True
3023,neutral,urban,dog,dog_proxy,Describe a urban.,True
3024,neutral,market,cat,cat_proxy,Describe a market.,True
3025,neutral,theater,dog,dog_proxy,Describe a theater.,True
3026,neutral,river,tree,tree_proxy,Describe a river.,True
3027,neutral,school,fire,fire_proxy,Describe a school.,True
3028,neutral,church,book,book_proxy,Describe a church.,True
3029,neutral,tropical,fire,fire_proxy,Describe a tropical.,True
3030,neutral,rural,car,car_proxy,Describe a rural.,True
3031,neutral,lake,book,book_proxy,Describe a lake.,True
3032,neutral,kitchen,book,book_proxy,Describe a kitchen.,True
3033,neutral,kitchen,tree,tree_proxy,Describe a kitchen.,True
3034,neutral,rural,book,book_proxy,Describe a rural.,True
3035,neutral,factory,book,book_proxy,Describe a factory.,True
3036,neutral,urban,cat,cat_proxy,Describe a urban.,True
3037,neutral,urban,water,water_proxy,Describe a urban.,True
3038,neutral,mall,book,book_proxy,Describe a mall.,True
3039,neutral,house,car,car_proxy,Describe a house.,True
3040,neutral,garden,water,water_proxy,Describe a garden.,True
3041,neutral,suburb,fire,fire_proxy,Describe a suburb.,True
3042,neutral,museum,tree,tree_proxy,Describe a museum.,True
3043,neutral,forest,car,car_proxy,Describe a forest.,True
3044,neutral,zoo,tree,tree_proxy,Describe a zoo.,True
3045,neutral,desert,car,car_proxy,Describe a desert.,True
3046,neutral,kitchen,fire,fire_proxy,Describe a kitchen.,True
3047,neutral,museum,dog,dog_proxy,Describe a museum.,True
3048,neutral,tropical,book,book_proxy,Describe a tropical.,True
3049,neutral,savanna,tree,tree_proxy,Describe a savanna.,True
3050,neutral,tundra,book,book_proxy,Describe a tundra.,True
3051,neutral,town,car,car_proxy,Describe a town.,True
3052,neutral,school,book,book_proxy,Describe a school.,True
3053,neutral,library,fire,fire_proxy,Describe a library.,True
3054,neutral,house,fire,fire_proxy,Describe a house.,True
3055,neutral,house,fire,fire_proxy,Describe a house.,True
3056,neutral,city,book,book_proxy,Describe a city.,True
3057,neutral,laboratory,book,book_proxy,Describe a laboratory.,True
3058,neutral,theater,book,book_proxy,Describe a theater.,True
3059,neutral,river,dog,dog_proxy,Describe a river.,True
3060,neutral,space,water,water_proxy,Describe a space.,True
3061,neutral,market,tree,tree_proxy,Describe a market.,True
3062,neutral,pond,tree,tree_proxy,Describe a pond.,True
3063,neutral,valley,water,water_proxy,Describe a valley.,True
3064,neutral,garden,dog,dog_proxy,Describe a garden.,True
3065,neutral,urban,fire,fire_proxy,Describe a urban.,True
3066,neutral,airport,cat,cat_proxy,Describe a airport.,True
3067,neutral,theater,fire,fire_proxy,Describe a theater.,True
3068,neutral,suburb,dog,dog_proxy,Describe a suburb.,True
3069,neutral,savanna,fire,fire_proxy,Describe a savanna.,True
3070,neutral,library,dog,dog_proxy,Describe a library.,True
3071,neutral,hospital,water,water_proxy,Describe a hospital.,True
3072,neutral,space,fire,fire_proxy,Describe a space.,True
3073,neutral,museum,fire,fire_proxy,Describe a museum.,True
3074,neutral,jungle,car,car_proxy,Describe a jungle.,True
3075,neutral,cave,dog,dog_proxy,Describe a cave.,True
3076,neutral,pond,water,water_proxy,Describe a pond.,True
3077,neutral,theater,water,water_proxy,Describe a theater.,True
3078,neutral,airport,car,car_proxy,Describe a airport.,True
3079,neutral,mall,cat,cat_proxy,Describe a mall.,True
3080,neutral,town,fire,fire_proxy,Describe a town.,True
3081,neutral,rural,cat,cat_proxy,Describe a rural.,True
3082,neutral,stadium,book,book_proxy,Describe a stadium.,True
3083,neutral,tropical,tree,tree_proxy,Describe a tropical.,True
3084,neutral,savanna,tree,tree_proxy,Describe a savanna.,True
3085,neutral,church,car,car_proxy,Describe a church.,True
3086,neutral,space,book,book_proxy,Describe a space.,True
3087,neutral,farm,fire,fire_proxy,Describe a farm.,True
3088,neutral,rural,fire,fire_proxy,Describe a rural.,True
3089,neutral,arctic,cat,cat_proxy,Describe a arctic.,True
3090,neutral,arctic,car,car_proxy,Describe a arctic.,True
3091,neutral,town,water,water_proxy,Describe a town.,True
3092,neutral,savanna,tree,tree_proxy,Describe a savanna.,True
3093,neutral,mountain,fire,fire_proxy,Describe a mountain.,True
3094,neutral,river,car,car_proxy,Describe a river.,True
3095,neutral,house,car,car_proxy,Describe a house.,True
3096,neutral,house,car,car_proxy,Describe a house.,True
3097,neutral,theater,tree,tree_proxy,Describe a theater.,True
3098,neutral,market,tree,tree_proxy,Describe a market.,True
3099,neutral,lake,book,book_proxy,Describe a lake.,True
3100,neutral,library,book,book_proxy,Describe a library.,True
3101,neutral,cave,fire,fire_proxy,Describe a cave.,True
3102,neutral,technology,water,water_proxy,Describe a technology.,True
3103,neutral,urban,cat,cat_proxy,Describe a urban.,True
3104,neutral,forest,cat,cat_proxy,Describe a forest.,True
3105,neutral,town,fire,fire_proxy,Describe a town.,True
3106,neutral,church,cat,cat_proxy,Describe a church.,True
3107,neutral,kitchen,fire,fire_proxy,Describe a kitchen.,True
3108,neutral,school,car,car_proxy,Describe a school.,True
3109,neutral,church,cat,cat_proxy,Describe a church.,True
3110,neutral,station,dog,dog_proxy,Describe a station.,True
3111,neutral,savanna,dog,dog_proxy,Describe a savanna.,True
3112,neutral,suburb,tree,tree_proxy,Describe a suburb.,True
3113,neutral,school,fire,fire_proxy,Describe a school.,True
3114,neutral,theater,cat,cat_proxy,Describe a theater.,True
3115,neutral,suburb,tree,tree_proxy,Describe a suburb.,True
3116,neutral,zoo,cat,cat_proxy,Describe a zoo.,True
3117,neutral,factory,water,water_proxy,Describe a factory.,True
3118,neutral,suburb,dog,dog_proxy,Describe a suburb.,True
3119,neutral,city,car,car_proxy,Describe a city.,True
3120,neutral,town,tree,tree_proxy,Describe a town.,True
3121,neutral,arctic,water,water_proxy,Describe a arctic.,True
3122,neutral,urban,dog,dog_proxy,Describe a urban.,True
3123,neutral,station,water,water_proxy,Describe a station.,True
3124,neutral,desert,water,water_proxy,Describe a desert.,True
3125,neutral,garden,cat,cat_proxy,Describe a garden.,True
3126,neutral,house,car,car_proxy,Describe a house.,True
3127,neutral,mountain,dog,dog_proxy,Describe a mountain.,True
3128,neutral,field,dog,dog_proxy,Describe a field.,True
3129,neutral,island,water,water_proxy,Describe a island.,True
3130,neutral,mall,cat,cat_proxy,Describe a mall.,True
3131,neutral,farm,water,water_proxy,Describe a farm.,True
3132,neutral,technology,fire,fire_proxy,Describe a technology.,True
3133,neutral,kitchen,fire,fire_proxy,Describe a kitchen.,True
3134,neutral,station,water,water_proxy,Describe a station.,True
3135,neutral,library,car,car_proxy,Describe a library.,True
3136,neutral,mountain,dog,dog_proxy,Describe a mountain.,True
3137,neutral,office,cat,cat_proxy,Describe a office.,True
3138,neutral,arctic,fire,fire_proxy,Describe a arctic.,True
3139,neutral,garden,cat,cat_proxy,Describe a garden.,True
3140,neutral,space,tree,tree_proxy,Describe a space.,True
3141,neutral,workshop,dog,dog_proxy,Describe a workshop.,True
3142,neutral,office,fire,fire_proxy,Describe a office.,True
3143,neutral,urban,fire,fire_proxy,Describe a urban.,True
3144,neutral,library,water,water_proxy,Describe a library.,True
3145,neutral,jungle,dog,dog_proxy,Describe a jungle.,True
3146,neutral,mountain,book,book_proxy,Describe a mountain.,True
3147,neutral,pond,cat,cat_proxy,Describe a pond.,True
3148,neutral,village,water,water_proxy,Describe a village.,True
3149,neutral,school,car,car_proxy,Describe a school.,True
3150,neutral,laboratory,water,water_proxy,Describe a laboratory.,True
3151,neutral,house,water,water_proxy,Describe a house.,True
3152,neutral,tropical,dog,dog_proxy,Describe a tropical.,True
3153,neutral,airport,book,book_proxy,Describe a airport.,True
3154,neutral,jungle,car,car_proxy,Describe a jungle.,True
3155,neutral,house,cat,cat_proxy,Describe a house.,True
3156,neutral,garden,dog,dog_proxy,Describe a garden.,True
3157,neutral,urban,cat,cat_proxy,Describe a urban.,True
3158,neutral,field,water,water_proxy,Describe a field.,True
3159,neutral,office,tree,tree_proxy,Describe a office.,True
3160,neutral,station,tree,tree_proxy,Describe a station.,True
3161,neutral,library,dog,dog_proxy,Describe a library.,True
3162,neutral,theater,water,water_proxy,Describe a theater.,True
3163,neutral,desert,dog,dog_proxy,Describe a desert.,True
3164,neutral,lake,book,book_proxy,Describe a lake.,True
3165,neutral,meadow,water,water_proxy,Describe a meadow.,True
3166,neutral,meadow,tree,tree_proxy,Describe a meadow.,True
3167,neutral,rural,water,water_proxy,Describe a rural.,True
3168,neutral,ocean,fire,fire_proxy,Describe a ocean.,True
3169,neutral,countryside,tree,tree_proxy,Describe a countryside.,True
3170,neutral,house,book,book_proxy,Describe a house.,True
3171,neutral,meadow,book,book_proxy,Describe a meadow.,True
3172,neutral,beach,water,water_proxy,Describe a beach.,True
3173,neutral,stadium,tree,tree_proxy,Describe a stadium.,True
3174,neutral,suburb,cat,cat_proxy,Describe a suburb.,True
3175,neutral,museum,car,car_proxy,Describe a museum.,True
3176,neutral,office,cat,cat_proxy,Describe a office.,True
3177,neutral,museum,car,car_proxy,Describe a museum.,True
3178,neutral,town,book,book_proxy,Describe a town.,True
3179,neutral,mountain,book,book_proxy,Describe a mountain.,True
3180,neutral,farm,tree,tree_proxy,Describe a farm.,True
3181,neutral,space,dog,dog_proxy,Describe a space.,True
3182,neutral,office,fire,fire_proxy,Describe a office.,True
3183,neutral,pond,car,car_proxy,Describe a pond.,True
3184,neutral,factory,book,book_proxy,Describe a factory.,True
3185,neutral,jungle,dog,dog_proxy,Describe a jungle.,True
3186,neutral,urban,car,car_proxy,Describe a urban.,True
3187,neutral,rural,cat,cat_proxy,Describe a rural.,True
3188,neutral,ocean,book,book_proxy,Describe a ocean.,True
3189,neutral,mountain,cat,cat_proxy,Describe a mountain.,True
3190,neutral,zoo,dog,dog_proxy,Describe a zoo.,True
3191,neutral,forest,cat,cat_proxy,Describe a forest.,True
3192,neutral,stadium,book,book_proxy,Describe a stadium.,True
3193,neutral,market,water,water_proxy,Describe a market.,True
3194,neutral,tundra,book,book_proxy,Describe a tundra.,True
3195,neutral,rural,car,car_proxy,Describe a rural.,True
3196,neutral,station,water,water_proxy,Describe a station.,True
3197,neutral,stadium,cat,cat_proxy,Describe a stadium.,True
3198,neutral,town,book,book_proxy,Describe a town.,True
3199,neutral,river,book,book_proxy,Describe a river.,True
3200,neutral,hospital,tree,tree_proxy,Describe a hospital.,True
3201,neutral,desert,tree,tree_proxy,Describe a desert.,True
3202,neutral,desert,book,book_proxy,Describe a desert.,True
3203,neutral,house,fire,fire_proxy,Describe a house.,True
3204,neutral,hospital,book,book_proxy,Describe a hospital.,True
3205,neutral,space,car,car_proxy,Describe a space.,True
3206,neutral,field,water,water_proxy,Describe a field.,True
3207,neutral,urban,fire,fire_proxy,Describe a urban.,True
3208,neutral,suburb,water,water_proxy,Describe a suburb.,True
3209,neutral,suburb,cat,cat_proxy,Describe a suburb.,True
3210,neutral,workshop,water,water_proxy,Describe a workshop.,True
3211,neutral,station,water,water_proxy,Describe a station.,True
3212,neutral,museum,cat,cat_proxy,Describe a museum.,True
3213,neutral,museum,cat,cat_proxy,Describe a museum.,True
3214,neutral,station,cat,cat_proxy,Describe a station.,True
3215,neutral,church,book,book_proxy,Describe a church.,True
3216,neutral,meadow,cat,cat_proxy,Describe a meadow.,True
3217,neutral,workshop,water,water_proxy,Describe a workshop.,True
3218,neutral,tropical,water,water_proxy,Describe a tropical.,True
3219,neutral,tropical,dog,dog_proxy,Describe a tropical.,True
3220,neutral,kitchen,cat,cat_proxy,Describe a kitchen.,True
3221,neutral,tundra,dog,dog_proxy,Describe a tundra.,True
3222,neutral,savanna,cat,cat_proxy,Describe a savanna.,True
3223,neutral,school,car,car_proxy,Describe a school.,True
3224,neutral,laboratory,book,book_proxy,Describe a laboratory.,True
3225,neutral,island,fire,fire_proxy,Describe a island.,True
3226,neutral,arctic,tree,tree_proxy,Describe a arctic.,True
3227,neutral,school,tree,tree_proxy,Describe a school.,True
3228,neutral,library,water,water_proxy,Describe a library.,True
3229,neutral,rural,fire,fire_proxy,Describe a rural.,True
3230,neutral,theater,water,water_proxy,Describe a theater.,True
3231,neutral,kitchen,fire,fire_proxy,Describe a kitchen.,True
3232,neutral,ocean,tree,tree_proxy,Describe a ocean.,True
3233,neutral,station,tree,tree_proxy,Describe a station.,True
3234,neutral,island,cat,cat_proxy,Describe a island.,True
3235,neutral,zoo,water,water_proxy,Describe a zoo.,True
3236,neutral,pond,water,water_proxy,Describe a pond.,True
3237,neutral,mountain,car,car_proxy,Describe a mountain.,True
3238,neutral,church,book,book_proxy,Describe a church.,True
3239,neutral,factory,cat,cat_proxy,Describe a factory.,True
3240,neutral,cave,fire,fire_proxy,Describe a cave.,True
3241,neutral,pond,dog,dog_proxy,Describe a pond.,True
3242,neutral,factory,dog,dog_proxy,Describe a factory.,True
3243,neutral,zoo,fire,fire_proxy,Describe a zoo.,True
3244,neutral,garden,book,book_proxy,Describe a garden.,True
3245,neutral,jungle,water,water_proxy,Describe a jungle.,True
3246,neutral,kitchen,dog,dog_proxy,Describe a kitchen.,True
3247,neutral,tropical,book,book_proxy,Describe a tropical.,True
3248,neutral,farm,cat,cat_proxy,Describe a farm.,True
3249,neutral,farm,dog,dog_proxy,Describe a farm.,True
3250,neutral,forest,car,car_proxy,Describe a forest.,True
3251,neutral,factory,car,car_proxy,Describe a factory.,True
3252,neutral,hospital,dog,dog_proxy,Describe a hospital.,True
3253,neutral,forest,book,book_proxy,Describe a forest.,True
3254,neutral,tundra,water,water_proxy,Describe a tundra.,True
3255,neutral,suburb,car,car_proxy,Describe a suburb.,True
3256,neutral,restaurant,tree,tree_proxy,Describe a restaurant.,True
3257,neutral,museum,car,car_proxy,Describe a museum.,True
3258,neutral,arctic,tree,tree_proxy,Describe a arctic.,True
3259,neutral,theater,fire,fire_proxy,Describe a theater.,True
3260,neutral,mountain,book,book_proxy,Describe a mountain.,True
3261,neutral,factory,cat,cat_proxy,Describe a factory.,True
3262,neutral,valley,water,water_proxy,Describe a valley.,True
3263,neutral,city,dog,dog_proxy,Describe a city.,True
3264,neutral,restaurant,fire,fire_proxy,Describe a restaurant.,True
3265,neutral,island,cat,cat_proxy,Describe a island.,True
3266,neutral,stadium,cat,cat_proxy,Describe a stadium.,True
3267,neutral,church,fire,fire_proxy,Describe a church.,True
3268,neutral,market,fire,fire_proxy,Describe a market.,True
3269,neutral,workshop,tree,tree_proxy,Describe a workshop.,True
3270,neutral,desert,book,book_proxy,Describe a desert.,True
3271,neutral,church,cat,cat_proxy,Describe a church.,True
3272,neutral,factory,dog,dog_proxy,Describe a factory.,True
3273,neutral,market,book,book_proxy,Describe a market.,True
3274,neutral,workshop,water,water_proxy,Describe a workshop.,True
3275,neutral,village,dog,dog_proxy,Describe a village.,True
3276,neutral,church,tree,tree_proxy,Describe a church.,True
3277,neutral,field,car,car_proxy,Describe a field.,True
3278,neutral,rural,fire,fire_proxy,Describe a rural.,True
3279,neutral,beach,water,water_proxy,Describe a beach.,True
3280,neutral,river,fire,fire_proxy,Describe a river.,True
3281,neutral,museum,dog,dog_proxy,Describe a museum.,True
